                  创业板50 (399673)
      时间	    开盘	    最高	    最低	    收盘	         成交量	  MA2.MA1   	  MA2.MA2   	  MA2.MA3   	  MA2.MA4   	  MA2.MA5   	  MA2.MA6   	  MA2.MA7   	  MA2.MA8   	  MA2.MA9   	  MA2.MA10  	  AMO.AMOW  	  AMO.AMO1  	  AMO.AMO2  	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	
 2010/06/08	 1092.49	 1103.70	 1074.67	 1092.21	        1470343	           	           	           	           	           	           	           	           	           	           	  450439.16	           	           	       0.00	       0.00	       0.00	
 2010/06/09	 1100.01	 1129.82	 1089.26	 1101.01	        1793596	           	           	           	           	           	           	           	           	           	           	  594899.44	           	           	       0.70	       0.14	       1.12	
 2010/06/10	 1098.99	 1144.80	 1098.99	 1143.49	        1568651	           	           	           	           	           	           	           	           	           	           	  520574.56	           	           	       4.63	       1.04	       7.19	
 2010/06/11	 1149.84	 1150.29	 1139.43	 1143.91	        1513531	           	           	           	           	           	           	           	           	           	           	  522016.00	           	           	       7.69	       2.37	      10.65	
 2010/06/17	 1150.55	 1150.55	 1085.45	 1085.45	        1122955	    1113.21	           	           	           	           	           	           	           	           	           	  396928.78	  496971.59	           	       5.34	       2.96	       4.75	
 2010/06/18	 1065.45	 1070.13	 1009.28	 1016.81	        1132883	    1098.13	           	           	           	           	           	           	           	           	           	  368023.25	  480488.41	           	      -2.04	       1.96	      -8.01	
 2010/06/21	 1006.43	 1060.76	  987.98	 1056.54	        1067681	    1089.24	           	           	           	           	           	           	           	           	           	  343163.41	  430141.19	           	      -4.63	       0.64	     -10.55	
 2010/06/22	 1049.49	 1074.30	 1047.50	 1048.20	         941781	    1070.18	           	           	           	           	           	           	           	           	           	  304233.44	  386872.97	           	      -7.27	      -0.94	     -12.67	
 2010/06/23	 1037.95	 1070.84	 1037.78	 1060.69	         808821	    1053.54	           	           	           	           	           	           	           	           	           	  267602.91	  335990.34	           	      -8.26	      -2.40	     -11.72	
 2010/06/24	 1061.09	 1071.72	 1052.48	 1062.77	         694021	    1049.00	    1081.11	           	           	           	           	           	           	           	           	  227136.89	  302031.97	  399501.78	      -8.78	      -3.68	     -10.20	
 2010/06/25	 1052.42	 1057.07	 1009.09	 1028.94	         869401	    1051.43	    1074.78	           	           	           	           	           	           	           	           	  275440.41	  283515.41	  382001.91	     -11.78	      -5.30	     -12.96	
 2010/06/28	 1019.68	 1027.45	  995.54	  999.89	         578164	    1040.10	    1064.67	           	           	           	           	           	           	           	           	  191127.20	  253108.17	  341624.69	     -16.32	      -7.50	     -17.63	
 2010/06/29	 1001.60	 1004.52	  924.07	  924.58	         966755	    1015.37	    1042.78	           	           	           	           	           	           	           	           	  297995.13	  251860.50	  319366.75	     -25.69	     -11.14	     -29.10	
 2010/06/30	  908.73	  940.88	  892.48	  938.31	         852561	     990.90	    1022.22	           	           	           	           	           	           	           	           	  234497.53	  245239.44	  290614.91	     -31.65	     -15.24	     -32.81	
 2010/07/01	  930.87	  939.51	  897.67	  897.84	         735682	     957.91	    1003.46	           	           	           	           	           	           	           	           	  244610.84	  248734.22	  275383.09	     -39.18	     -20.03	     -38.31	
 2010/07/02	  894.53	  900.27	  844.75	  887.62	         913676	     929.65	     990.54	           	           	           	           	           	           	           	           	  285428.19	  250731.78	  267123.59	     -45.46	     -25.12	     -40.68	
 2010/07/05	  863.32	  882.62	  853.62	  873.17	         646893	     904.30	     972.20	           	           	           	           	           	           	           	           	  192498.30	  251006.00	  252057.08	     -51.01	     -30.29	     -41.42	
 2010/07/06	  868.09	  912.95	  868.09	  909.08	         834140	     901.20	     958.29	           	           	           	           	           	           	           	           	  259814.91	  243369.95	  247615.23	     -51.91	     -34.62	     -34.58	
 2010/07/07	  912.81	  925.83	  907.34	  925.83	         768327	     898.71	     944.80	           	           	           	           	           	           	           	           	  234917.97	  243454.05	  244346.73	     -50.69	     -37.83	     -25.71	
 2010/07/08	  931.86	  931.86	  902.14	  919.05	         808666	     902.95	     930.43	    1005.77	           	           	           	           	           	           	           	  264104.59	  247352.80	  248043.50	     -49.69	     -40.20	     -18.98	
 2010/07/09	  917.77	  951.12	  909.34	  946.96	         956139	     914.82	     922.23	     998.51	           	           	           	           	           	           	           	  306550.34	  251577.22	  251154.50	     -46.12	     -41.39	      -9.47	
 2010/07/12	  946.06	  956.53	  938.03	  945.81	         877961	     929.35	     916.83	     990.75	           	           	           	           	           	           	           	  283754.66	  269828.50	  260417.25	     -42.89	     -41.69	      -2.40	
 2010/07/13	  933.10	  956.42	  922.93	  950.21	        1057706	     937.57	     919.39	     981.08	           	           	           	           	           	           	           	  324777.94	  282821.09	  263095.53	     -39.52	     -41.25	       3.47	
 2010/07/14	  949.95	  957.39	  933.48	  940.36	        1017941	     940.48	     919.59	     970.91	           	           	           	           	           	           	           	  328537.41	  301545.00	  272499.50	     -37.21	     -40.44	       6.47	
 2010/07/15	  934.43	  944.99	  906.10	  906.10	         802493	     937.89	     920.42	     961.94	           	           	           	           	           	           	           	  248787.53	  298481.56	  272917.19	     -37.71	     -39.90	       4.37	
 2010/07/16	  895.23	  909.07	  881.88	  905.71	         701203	     929.64	     922.23	     956.38	           	           	           	           	           	           	           	  213684.09	  279908.31	  265742.78	     -37.71	     -39.46	       3.51	
 2010/07/19	  890.89	  925.15	  890.89	  923.06	         670802	     925.09	     927.22	     949.71	           	           	           	           	           	           	           	  205942.77	  264345.94	  267087.22	     -35.89	     -38.75	       5.71	
 2010/07/20	  925.36	  953.39	  925.32	  952.55	         934751	     925.56	     931.56	     944.93	           	           	           	           	           	           	           	  295926.66	  258575.69	  270698.41	     -31.70	     -37.34	      11.27	
 2010/07/21	  956.67	  973.15	  952.49	  955.21	        1097932	     928.53	     934.50	     939.65	           	           	           	           	           	           	           	  383335.16	  269535.25	  285540.13	     -27.85	     -35.44	      15.18	
 2010/07/22	  950.29	  965.31	  944.83	  965.31	         857343	     940.37	     939.13	     934.78	           	           	           	           	           	           	           	  281944.22	  276166.56	  287324.06	     -23.71	     -33.09	      18.77	
 2010/07/23	  968.51	  981.19	  963.98	  976.75	        1154531	     954.58	     942.11	     932.17	           	           	           	           	           	           	           	  350273.47	  303484.44	  291696.38	     -19.28	     -30.33	      22.10	
 2010/07/26	  981.38	  983.48	  969.79	  981.87	         965711	     966.34	     945.71	     931.27	           	           	           	           	           	           	           	  294005.44	  321097.00	  292721.47	     -15.18	     -27.30	      24.24	
 2010/07/27	  976.35	  985.92	  972.35	  973.16	         914809	     970.46	     948.01	     933.70	           	           	           	           	           	           	           	  297989.75	  321509.59	  290042.66	     -12.50	     -24.34	      23.69	
 2010/07/28	  969.56	  988.72	  969.56	  988.72	         999089	     977.16	     952.84	     936.22	           	           	           	           	           	           	           	  320607.19	  308964.00	  289249.63	      -9.01	     -21.27	      24.54	
 2010/07/29	  992.44	  997.07	  980.09	  989.38	        1160258	     981.98	     961.17	     940.80	           	           	           	           	           	           	           	  374325.53	  327440.28	  301803.44	      -6.12	     -18.24	      24.25	
 2010/07/30	  984.47	  986.20	  970.09	  982.94	         899611	     983.21	     968.90	     945.56	           	           	           	           	           	           	           	  292334.50	  315852.47	  309668.47	      -4.30	     -15.45	      22.31	
 2010/08/02	  983.54	 1012.14	  983.22	 1012.14	        1126154	     989.27	     977.80	     952.51	           	           	           	           	           	           	           	  368619.22	  330775.25	  325936.13	      -0.49	     -12.46	      23.94	
 2010/08/03	 1014.44	 1016.76	  994.68	  994.68	        1153963	     993.57	     982.02	     956.79	           	           	           	           	           	           	           	  387594.63	  348696.22	  335102.91	       1.10	      -9.75	      21.70	
 2010/08/04	  990.66	  995.70	  970.60	  994.27	         924636	     994.68	     985.92	     960.21	           	           	           	           	           	           	           	  304415.78	  345457.94	  327210.97	       2.30	      -7.34	      19.28	
 2010/08/05	  996.30	 1016.84	  995.39	 1006.44	        1042788	     998.09	     990.03	     964.58	           	           	           	           	           	           	           	  365416.06	  343676.03	  335558.16	       4.19	      -5.03	      18.45	
 2010/08/06	 1007.75	 1030.41	 1004.34	 1030.41	        1118929	    1007.59	     995.40	     968.75	           	           	           	           	           	           	           	  377733.81	  360755.91	  338304.19	       7.53	      -2.52	      20.11	
 2010/08/09	 1032.62	 1052.77	 1032.62	 1052.77	        1286000	    1015.71	    1002.49	     974.10	           	           	           	           	           	           	           	  430553.41	  373142.75	  351959.00	      11.85	       0.35	      22.99	
 2010/08/10	 1053.17	 1053.56	 1010.11	 1010.11	        1318302	    1018.80	    1006.19	     977.10	           	           	           	           	           	           	           	  431510.88	  381926.00	  365311.09	      11.69	       2.62	      18.14	
 2010/08/11	 1006.65	 1021.97	 1005.04	 1019.01	         818450	    1023.75	    1009.22	     981.03	           	           	           	           	           	           	           	  272182.66	  375479.38	  360468.66	      12.15	       4.53	      15.24	
 2010/08/12	 1002.97	 1020.94	 1001.26	 1003.57	         893697	    1023.17	    1010.63	     985.90	           	           	           	           	           	           	           	  278385.72	  358073.28	  350874.66	      11.14	       5.85	      10.57	
 2010/08/13	 1007.09	 1019.03	  996.23	 1019.03	         785971	    1020.90	    1014.24	     991.57	           	           	           	           	           	           	           	  260776.73	  334681.88	  347718.88	      11.45	       6.97	       8.96	
 2010/08/16	 1016.31	 1046.54	 1016.20	 1045.90	        1182151	    1019.52	    1017.62	     997.71	           	           	           	           	           	           	           	  372471.25	  323065.44	  348104.09	      13.70	       8.32	      10.78	
 2010/08/17	 1048.03	 1050.35	 1036.04	 1046.26	        1101273	    1026.75	    1022.78	    1002.40	           	           	           	           	           	           	           	  366264.47	  310016.16	  345971.06	      15.35	       9.72	      11.25	
 2010/08/18	 1047.29	 1048.74	 1030.75	 1037.66	         982898	    1030.48	    1027.12	    1006.52	           	           	           	           	           	           	           	  340275.19	  323634.69	  349557.03	      15.77	      10.93	       9.68	
 2010/08/19	 1039.16	 1041.51	 1029.20	 1033.40	         928934	    1036.45	    1029.81	    1009.92	           	           	           	           	           	           	           	  306925.00	  329342.53	  343707.91	      15.58	      11.86	       7.44	
 2010/08/20	 1027.00	 1030.29	  999.99	 1002.03	        1055447	    1033.05	    1026.97	    1011.19	           	           	           	           	           	           	           	  360616.19	  349310.41	  341996.16	      12.76	      12.04	       1.43	
 2010/08/23	 1002.39	 1006.91	  996.08	 1002.14	         842096	    1024.30	    1021.91	    1012.20	           	           	           	           	           	           	           	  283629.94	  331542.16	  327303.81	      10.41	      11.71	      -2.62	
 2010/08/24	  999.13	 1013.85	  992.16	 1011.53	         767230	    1017.35	    1022.05	    1014.12	           	           	           	           	           	           	           	  278698.13	  314028.88	  312022.53	       9.20	      11.21	      -4.03	
 2010/08/25	 1002.94	 1005.99	  977.71	  977.71	         775057	    1005.36	    1017.92	    1013.57	           	           	           	           	           	           	           	  265850.00	  299143.84	  311389.25	       5.44	      10.06	      -9.23	
 2010/08/26	  983.66	  985.30	  969.63	  976.36	         631953	     993.95	    1015.20	    1012.92	           	           	           	           	           	           	           	  232683.47	  284295.53	  306819.03	       2.33	       8.51	     -12.36	
 2010/08/27	  973.00	  996.52	  971.19	  994.88	         621708	     992.52	    1012.79	    1013.52	           	           	           	           	           	           	           	  231322.22	  258436.75	  303873.59	       1.35	       7.08	     -11.46	
 2010/08/30	 1001.51	 1020.24	  999.18	 1019.50	         862253	     996.00	    1010.15	    1013.88	           	           	           	           	           	           	           	  297525.91	  261215.94	  296379.06	       2.53	       6.17	      -7.29	
 2010/08/31	 1012.03	 1019.02	 1005.91	 1015.14	         842318	     996.72	    1007.04	    1014.91	           	           	           	           	           	           	           	  289059.50	  263288.22	  288658.56	       3.07	       5.55	      -4.96	
 2010/09/01	 1016.36	 1019.33	  979.29	  986.82	        1041018	     998.54	    1001.95	    1014.53	           	           	           	           	           	           	           	  354720.00	  281062.22	  290103.03	       1.20	       4.68	      -6.95	
 2010/09/02	  996.06	 1006.99	  985.88	 1003.43	         888482	    1003.95	     998.95	    1014.38	     994.91	           	           	           	           	           	           	  297448.41	  294015.22	  289155.38	       1.05	       3.95	      -5.80	
 2010/09/03	 1007.92	 1038.70	 1005.66	 1030.32	        1291313	    1011.04	    1001.78	    1014.38	     993.88	           	           	           	           	           	           	  452458.19	  338242.41	  298339.56	       3.07	       3.78	      -1.42	
 2010/09/06	 1035.23	 1035.26	 1001.32	 1003.23	         989991	    1007.79	    1001.89	    1011.90	     992.25	           	           	           	           	           	           	  336252.41	  345987.69	  303601.81	       2.45	       3.51	      -2.12	
 2010/09/07	 1000.22	 1010.56	  997.43	 1010.56	         719692	    1006.87	    1001.79	    1011.92	     990.03	           	           	           	           	           	           	  238931.22	  335962.03	  299625.13	       2.52	       3.31	      -1.58	
 2010/09/08	 1005.92	 1015.33	 1005.92	 1014.00	         776283	    1012.31	    1005.42	    1011.67	     987.87	           	           	           	           	           	           	  255634.58	  316144.97	  298603.59	       2.83	       3.22	      -0.78	
 2010/09/09	 1020.08	 1033.61	 1013.84	 1016.67	        1243809	    1014.96	    1009.46	    1012.33	     986.72	           	           	           	           	           	           	  387616.78	  334178.63	  314096.91	       3.24	       3.22	       0.04	
 2010/09/10	 1018.49	 1035.25	 1011.93	 1031.98	        1241597	    1015.29	    1013.16	    1012.98	     986.98	           	           	           	           	           	           	  370648.81	  317816.75	  328029.59	       4.76	       3.53	       2.45	
 2010/09/13	 1033.09	 1042.44	 1030.57	 1038.15	        1058829	    1022.27	    1015.03	    1012.59	     986.67	           	           	           	           	           	           	  336746.34	  317915.56	  331951.63	       6.38	       4.10	       4.56	
 2010/09/14	 1041.05	 1041.65	 1021.43	 1023.90	         960494	    1024.94	    1015.91	    1011.47	     986.26	           	           	           	           	           	           	  313479.25	  332825.16	  334393.59	       6.44	       4.57	       3.75	
 2010/09/15	 1022.07	 1022.07	  979.20	  981.97	        1107983	    1018.53	    1015.42	    1008.69	     984.95	           	           	           	           	           	           	  353078.16	  352313.88	  334229.41	       3.07	       4.27	      -2.39	
 2010/09/16	  981.03	  986.50	  951.52	  959.81	         899511	    1007.16	    1011.06	    1005.01	     983.24	           	           	           	           	           	           	  288191.97	  332428.91	  333303.78	      -1.37	       3.14	      -9.02	
 2010/09/17	  968.12	  970.26	  957.11	  961.48	         567242	     993.06	    1004.17	    1002.98	     982.11	           	           	           	           	           	           	  188739.86	  296047.13	  306931.94	      -4.71	       1.57	     -12.55	
 2010/09/20	  964.50	  964.50	  932.31	  934.82	         533516	     972.40	     997.33	     999.61	     981.03	           	           	           	           	           	           	  171061.77	  262910.19	  290412.88	      -9.39	      -0.62	     -17.53	
 2010/09/21	  936.97	  937.67	  910.67	  915.40	         502959	     950.70	     987.82	     994.81	     980.87	           	           	           	           	           	           	  152477.52	  230709.86	  281767.50	     -14.50	      -3.40	     -22.21	
 2010/09/27	  920.53	  934.75	  911.92	  933.51	         448293	     941.00	     979.77	     992.60	     980.79	           	           	           	           	           	           	  140115.44	  188117.31	  270215.59	     -16.90	      -6.10	     -21.60	
 2010/09/28	  930.21	  933.07	  924.27	  927.94	         509314	     934.63	     970.90	     990.18	     981.30	           	           	           	           	           	           	  152385.97	  160956.11	  246692.50	     -19.02	      -8.68	     -20.68	
 2010/09/29	  927.27	  930.63	  912.72	  914.61	         454068	     925.26	     959.16	     986.16	     981.75	           	           	           	           	           	           	  136378.89	  150483.92	  223265.52	     -21.54	     -11.25	     -20.57	
 2010/09/30	  908.18	  929.60	  908.18	  929.60	         387001	     924.21	     948.30	     981.67	     982.69	           	           	           	           	           	           	  116191.00	  139509.77	  201209.98	     -22.07	     -13.42	     -17.30	
 2010/10/08	  935.52	  951.07	  931.90	  946.64	         606708	     930.46	     940.58	     978.24	     983.31	           	           	           	           	           	           	  208901.77	  150794.61	  190752.23	     -20.87	     -14.91	     -11.93	
 2010/10/11	  946.54	  946.54	  925.95	  930.63	         905463	     929.88	     935.44	     975.43	     983.39	           	           	           	           	           	           	  311125.50	  184996.63	  186556.97	     -20.97	     -16.12	      -9.70	
 2010/10/12	  929.44	  944.14	  928.51	  937.25	         727744	     931.75	     933.19	     972.12	     983.70	           	           	           	           	           	           	  242557.44	  203030.92	  181993.52	     -20.28	     -16.95	      -6.66	
 2010/10/13	  938.51	  952.17	  927.24	  952.17	         860444	     939.26	     932.26	     968.22	     983.78	           	           	           	           	           	           	  279041.72	  231563.48	  191023.70	     -18.32	     -17.23	      -2.19	
 2010/10/14	  952.52	  969.82	  948.24	  952.82	         945800	     943.90	     934.06	     965.70	     983.90	           	           	           	           	           	           	  328265.47	  273978.38	  206744.06	     -16.53	     -17.09	       1.12	
 2010/10/15	  946.77	  951.45	  930.64	  938.25	         909829	     942.22	     936.34	     962.08	     983.70	           	           	           	           	           	           	  308957.09	  293989.44	  222392.03	     -16.09	     -16.89	       1.59	
 2010/10/18	  934.69	  934.69	  905.41	  923.58	         844142	     940.81	     935.35	     957.56	     983.42	           	           	           	           	           	           	  290913.34	  289947.00	  237471.81	     -16.74	     -16.86	       0.24	
 2010/10/19	  925.59	 1001.14	  924.08	  991.47	        1497319	     951.66	     941.70	     956.30	     984.84	           	           	           	           	           	           	  536008.06	  348637.13	  275834.03	     -11.64	     -15.82	       8.35	
 2010/10/20	  985.93	 1023.37	  985.93	 1002.84	        1797171	     961.79	     950.53	     954.84	     986.46	           	           	           	           	           	           	  621242.50	  417077.28	  324320.38	      -6.61	     -13.97	      14.73	
 2010/10/21	  995.03	  995.03	  979.05	  986.02	        1072026	     968.43	     956.17	     952.24	     987.51	           	           	           	           	           	           	  348483.13	  421120.81	  347549.59	      -3.93	     -11.96	      16.07	
 2010/10/22	  986.84	 1022.01	  986.84	 1010.16	        1180197	     982.81	     962.52	     951.55	     988.47	           	           	           	           	           	           	  396987.53	  438726.91	  366358.19	       0.14	      -9.54	      19.37	
 2010/10/25	 1019.01	 1040.49	 1019.01	 1034.32	        1376530	    1004.96	     972.89	     954.17	     989.79	           	           	           	           	           	           	  470806.06	  474705.47	  382326.25	       5.25	      -6.58	      23.68	
 2010/10/26	 1034.52	 1034.99	 1013.96	 1031.48	        1269759	    1012.96	     982.31	     957.75	     990.89	           	           	           	           	           	           	  421197.38	  451743.31	  400190.22	       8.97	      -3.47	      24.89	
 2010/10/27	 1028.80	 1046.58	 1021.29	 1023.01	        1146805	    1017.00	     989.40	     960.83	     991.66	           	           	           	           	           	           	  400002.97	  407495.41	  412286.34	      11.11	      -0.56	      23.33	
 2010/10/28	 1016.56	 1034.95	 1015.64	 1034.94	        1043920	    1026.78	     997.61	     965.83	     992.55	           	           	           	           	           	           	  375320.91	  412862.97	  416991.91	      13.61	       2.28	      22.66	
 2010/10/29	 1043.00	 1066.31	 1043.00	 1059.13	        1488421	    1036.58	    1009.70	     973.02	     993.98	           	           	           	           	           	           	  542825.00	  442030.47	  440378.69	      17.34	       5.29	      24.10	
 2010/11/01	 1075.44	 1109.24	 1075.44	 1101.55	        1811437	    1050.02	    1027.49	     981.42	     995.86	           	           	           	           	           	           	  668719.88	  481613.22	  478159.34	      23.45	       8.92	      29.06	
 2010/11/02	 1097.31	 1097.31	 1065.63	 1066.45	        1608579	    1057.02	    1034.99	     988.35	     997.15	           	           	           	           	           	           	  596133.19	  516600.38	  484171.84	      25.17	      12.17	      26.00	
 2010/11/03	 1050.31	 1050.31	 1026.35	 1026.35	        1048926	    1057.68	    1037.34	     993.93	     997.87	           	           	           	           	           	           	  368123.91	  510224.56	  458860.00	      23.03	      14.34	      17.38	
 2010/11/04	 1031.56	 1042.79	 1022.31	 1042.79	         896793	    1059.25	    1043.02	     999.59	     998.38	           	           	           	           	           	           	  311778.81	  497516.16	  455189.56	      22.41	      15.96	      12.90	
 2010/11/05	 1054.78	 1054.78	 1039.82	 1053.86	         892149	    1058.20	    1047.39	    1004.95	     999.37	           	           	           	           	           	           	  315117.25	  451974.59	  447002.53	      22.55	      17.27	      10.54	
 2010/11/08	 1063.10	 1090.90	 1060.73	 1090.90	        1145361	    1056.07	    1053.05	    1012.97	    1000.98	           	           	           	           	           	           	  411811.25	  400592.88	  441103.06	      25.35	      18.89	      12.92	
 2010/11/09	 1090.60	 1101.88	 1085.54	 1100.23	        1152031	    1062.83	    1059.92	    1021.12	    1002.54	           	           	           	           	           	           	  427465.31	  366859.31	  441729.84	      28.00	      20.71	      14.58	
 2010/11/10	 1100.04	 1137.12	 1099.69	 1130.17	        1452954	    1083.59	    1070.64	    1030.02	    1004.20	           	           	           	           	           	           	  533758.50	  399986.22	  455105.41	      32.15	      23.00	      18.30	
 2010/11/11	 1127.09	 1156.04	 1123.45	 1123.45	        1457885	    1099.72	    1079.49	    1038.55	    1005.38	           	           	           	           	           	           	  533928.13	  444416.09	  470966.13	      34.50	      25.30	      18.40	
 2010/11/12	 1116.26	 1133.66	 1073.76	 1076.40	        1460115	    1104.23	    1081.21	    1045.45	    1006.49	           	           	           	           	           	           	  534575.75	  488307.78	  470141.19	      32.19	      26.68	      11.03	
 2010/11/15	 1091.22	 1145.73	 1079.44	 1145.73	        1319825	    1115.20	    1085.63	    1056.56	    1008.60	           	           	           	           	           	           	  516373.56	  509220.25	  454906.56	      35.55	      28.45	      14.19	
 2010/11/16	 1151.76	 1172.99	 1108.85	 1122.67	        1956829	    1119.68	    1091.26	    1063.12	    1010.58	           	           	           	           	           	           	  718390.38	  567405.25	  467132.28	      35.93	      29.95	      11.97	
 2010/11/17	 1105.41	 1129.03	 1069.55	 1073.73	        1302331	    1108.40	    1095.99	    1066.67	    1011.49	           	           	           	           	           	           	  469597.03	  554573.00	  477279.59	      31.92	      30.34	       3.16	
 2010/11/18	 1089.24	 1090.33	 1063.82	 1090.17	         975654	    1101.74	    1100.73	    1071.87	    1012.23	           	           	           	           	           	           	  344854.31	  516758.22	  480587.16	      29.73	      30.22	      -0.99	
 2010/11/19	 1098.76	 1140.84	 1092.14	 1140.84	        1475025	    1114.63	    1109.43	    1078.41	    1013.81	           	           	           	           	           	           	  521448.50	  514132.75	  501220.28	      31.71	      30.52	       2.38	
 2010/11/22	 1143.22	 1180.36	 1143.22	 1163.04	        1894805	    1118.09	    1116.64	    1084.84	    1015.90	           	           	           	           	           	           	  691250.19	  549108.06	  529164.19	      34.67	      31.35	       6.65	
 2010/11/23	 1159.23	 1165.75	 1130.70	 1165.56	        1308467	    1126.67	    1123.18	    1091.55	    1018.10	           	           	           	           	           	           	  483082.41	  502046.50	  534725.88	      36.80	      32.44	       8.72	
 2010/11/24	 1159.61	 1192.17	 1159.61	 1192.17	        1333388	    1150.36	    1129.38	    1100.01	    1021.27	           	           	           	           	           	           	  498401.34	  507807.34	  531190.19	      40.17	      33.98	      12.37	
 2010/11/25	 1197.54	 1201.66	 1161.59	 1170.00	        1326300	    1166.32	    1134.03	    1106.76	    1024.07	           	           	           	           	           	           	  494233.28	  537683.13	  527220.69	      40.58	      35.30	      10.56	
 2010/11/26	 1165.77	 1182.30	 1161.07	 1176.52	        1145347	    1173.46	    1144.04	    1112.63	    1026.82	           	           	           	           	           	           	  427466.84	  518886.81	  516509.78	      40.97	      36.44	       9.06	
 2010/11/29	 1174.75	 1198.74	 1171.49	 1196.67	        1250755	    1180.18	    1149.14	    1117.39	    1030.47	           	           	           	           	           	           	  465711.72	  473779.13	  511443.59	      42.41	      37.63	       9.55	
 2010/11/30	 1193.46	 1194.77	 1126.14	 1155.33	        1464273	    1178.14	    1152.40	    1121.83	    1033.45	           	           	           	           	           	           	  523515.03	  481865.66	  491956.06	      39.75	      38.05	       3.40	
 2010/12/01	 1149.09	 1157.44	 1144.51	 1153.31	         738565	    1170.37	    1160.36	    1128.18	    1036.09	           	           	           	           	           	           	  264813.94	  435148.16	  471477.75	      37.06	      37.86	      -1.59	
 2010/12/02	 1168.53	 1168.53	 1154.79	 1154.87	         803334	    1167.34	    1166.83	    1133.78	    1038.35	           	           	           	           	           	           	  302901.75	  396881.84	  467282.50	      34.65	      37.22	      -5.13	
 2010/12/03	 1155.27	 1155.27	 1124.63	 1133.49	         750093	    1158.73	    1166.10	    1137.76	    1040.32	           	           	           	           	           	           	  274960.47	  366380.59	  442633.69	      30.67	      35.91	     -10.48	
 2010/12/06	 1134.06	 1134.46	 1102.75	 1111.92	         691553	    1141.78	    1160.98	    1138.81	    1042.40	           	           	           	           	           	           	  249682.61	  323174.75	  398476.94	      25.47	      33.82	     -16.69	
 2010/12/07	 1104.81	 1138.60	 1102.96	 1137.59	         577961	    1138.24	    1158.19	    1140.68	    1044.64	    1019.78	           	           	           	           	           	  214879.48	  261447.66	  371656.66	      23.16	      31.69	     -17.05	
 2010/12/08	 1137.33	 1152.05	 1133.91	 1135.46	         676698	    1134.67	    1152.52	    1140.95	    1046.39	    1020.14	           	           	           	           	           	  254464.81	  259377.83	  347263.00	      20.92	      29.53	     -17.23	
 2010/12/09	 1130.10	 1137.33	 1121.85	 1122.10	         642859	    1128.11	    1147.73	    1140.88	    1048.37	    1020.31	           	           	           	           	           	  239931.59	  246783.80	  321832.81	      17.85	      27.20	     -18.69	
 2010/12/10	 1113.98	 1142.24	 1113.08	 1140.64	         631190	    1129.54	    1144.14	    1144.09	    1050.54	    1020.29	           	           	           	           	           	  241370.80	  240065.86	  303223.22	      16.73	      25.10	     -16.75	
 2010/12/13	 1153.66	 1182.37	 1152.62	 1181.43	        1024148	    1143.44	    1142.61	    1145.88	    1053.33	    1020.60	           	           	           	           	           	  405778.56	  271285.06	  297229.91	      18.91	      23.86	      -9.91	
 2010/12/14	 1180.89	 1189.64	 1175.52	 1188.81	         930976	    1153.69	    1145.96	    1149.18	    1056.20	    1021.46	           	           	           	           	           	  350562.78	  298421.72	  279934.69	      20.99	      23.29	      -4.59	
 2010/12/15	 1187.65	 1195.94	 1183.28	 1185.01	        1013472	    1163.60	    1149.13	    1154.75	    1058.75	    1022.86	           	           	           	           	           	  373620.78	  322252.91	  290815.38	      22.08	      23.05	      -1.93	
 2010/12/16	 1182.37	 1204.49	 1182.37	 1194.88	         957885	    1178.15	    1153.13	    1159.98	    1061.36	    1024.02	           	           	           	           	           	  343972.19	  343061.03	  294922.41	      23.47	      23.13	       0.68	
 2010/12/17	 1193.30	 1203.88	 1193.30	 1202.02	         818659	    1190.43	    1159.99	    1163.04	    1064.33	    1025.30	           	           	           	           	           	  312598.44	  357306.56	  298686.22	      24.86	      23.48	       2.77	
 2010/12/20	 1209.64	 1209.64	 1151.02	 1183.12	        1103596	    1190.77	    1167.11	    1164.05	    1067.69	    1026.32	           	           	           	           	           	  440283.28	  364207.50	  317746.28	      24.16	      23.62	       1.09	
 2010/12/21	 1187.04	 1192.65	 1175.19	 1184.93	         798261	    1189.99	    1171.84	    1165.01	    1071.44	    1027.34	           	           	           	           	           	  298399.91	  353774.91	  326098.31	      23.48	      23.59	      -0.22	
 2010/12/22	 1184.95	 1184.95	 1169.99	 1172.07	         718689	    1187.40	    1175.50	    1164.01	    1074.95	    1028.53	           	           	           	           	           	  265001.91	  332051.16	  327152.03	      21.66	      23.20	      -3.10	
 2010/12/23	 1167.80	 1171.29	 1147.64	 1148.01	         652525	    1178.03	    1178.09	    1162.91	    1078.50	    1029.76	           	           	           	           	           	  259874.84	  315231.69	  329146.34	      18.06	      22.17	      -8.23	
 2010/12/24	 1138.36	 1139.84	 1111.33	 1115.68	         625609	    1160.76	    1175.60	    1159.87	    1081.84	    1031.36	           	           	           	           	           	  240854.66	  300882.91	  329094.75	      12.45	      20.23	     -15.55	
 2010/12/27	 1123.00	 1125.26	 1072.66	 1077.04	         639665	    1139.55	    1165.16	    1153.89	    1084.23	    1032.51	           	           	           	           	           	  240243.02	  260874.86	  312541.19	       4.84	      17.15	     -24.62	
 2010/12/28	 1070.07	 1070.07	 1050.15	 1059.37	         616192	    1114.43	    1152.21	    1149.09	    1086.42	    1033.86	           	           	           	           	           	  214015.97	  243998.08	  298886.50	      -2.59	      13.20	     -31.59	
