                  创业板50 (399673) 
      时间	    开盘	    最高	    最低	    收盘	         成交量	  MA2.MA1   	  MA2.MA2   	  MA2.MA3   	  MA2.MA4   	  MA2.MA5   	  MA2.MA6   	  MA2.MA7   	  MA2.MA8   	  MA2.MA9   	  MA2.MA10  	  AMO.AMOW  	  AMO.AMO1  	  AMO.AMO2  	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	 
 2012/12/26	  636.89	  651.46	  636.77	  651.46	        2754608	     626.72	     610.70	     589.17	     614.48	     643.09	     670.67	           	           	           	           	  363715.44	  315884.66	  276332.91	       9.04	       0.10	      17.90	
 2012/12/27	  653.77	  655.45	  642.08	  643.77	        2994574	     634.12	     617.21	     593.67	     614.85	     642.79	     670.14	           	           	           	           	  394335.38	  342845.03	  299039.59	      10.90	       2.26	      17.29	
 2012/12/28	  645.13	  650.65	  639.20	  649.61	        2350236	     641.24	     621.93	     598.37	     615.14	     642.43	     669.68	           	           	           	           	  307965.09	  339754.09	  301205.19	      12.70	       4.35	      16.71	
 2012/12/31	  652.04	  654.14	  646.87	  654.13	        2307756	     647.34	     627.78	     604.02	     615.46	     642.26	     669.32	           	           	           	           	  325172.00	  350397.88	  306545.13	      14.32	       6.34	      15.96	
 2013/01/04	  659.42	  659.42	  642.69	  648.36	        2601381	     649.47	     633.12	     609.09	     615.35	     642.07	     668.96	           	           	           	           	  392442.91	  356726.16	  320989.81	      14.97	       8.07	      13.81	
 2013/01/07	  647.14	  661.41	  645.55	  661.41	        2636346	     651.46	     639.09	     613.68	     615.34	     641.96	     668.63	           	           	           	           	  416024.69	  367188.00	  341536.34	      16.35	       9.72	      13.25	
 2013/01/08	  660.48	  674.71	  657.08	  670.65	        3071723	     656.83	     645.48	     618.82	     615.66	     641.79	     668.38	           	           	           	           	  451741.94	  378669.31	  360757.19	      17.98	      11.38	      13.21	
 2013/01/09	  667.45	  676.91	  664.30	  670.13	        2888399	     660.94	     651.09	     623.31	     616.01	     641.69	     668.23	           	           	           	           	  404134.78	  397903.25	  368828.69	      19.01	      12.90	      12.22	
 2013/01/10	  671.72	  680.72	  670.88	  677.74	        2664235	     665.66	     656.50	     627.72	     616.61	     641.94	     668.16	           	           	           	           	  380295.72	  408928.00	  379662.94	      20.21	      14.36	      11.69	
 2013/01/11	  679.17	  682.91	  667.29	  668.48	        3157039	     669.68	     659.57	     631.81	     617.01	     642.06	     668.06	           	           	           	           	  472141.00	  424867.63	  390796.91	      20.18	      15.53	       9.31	
 2013/01/14	  673.65	  697.04	  673.35	  695.11	        3541166	     676.42	     663.94	     637.32	     617.78	     642.37	     668.01	           	           	           	           	  537509.31	  449164.56	  408176.28	      22.05	      16.83	      10.44	
 2013/01/15	  699.49	  716.93	  699.49	  713.74	        4728303	     685.04	     670.94	     644.07	     618.67	     642.77	     668.13	           	           	           	           	  696142.06	  498044.56	  438356.94	      24.75	      18.42	      12.67	
 2013/01/16	  710.68	  715.69	  698.46	  709.50	        3474926	     692.91	     676.92	     649.43	     619.51	     643.16	     668.38	           	           	           	           	  501784.88	  517574.59	  457738.94	      26.25	      19.98	      12.53	
 2013/01/17	  708.49	  711.99	  702.93	  703.44	        2457482	     698.05	     681.86	     654.82	     620.16	     643.50	     668.60	           	           	           	           	  355495.47	  512614.53	  460771.28	      26.64	      21.31	      10.65	
 2013/01/18	  711.47	  723.15	  708.69	  722.85	        2829024	     708.93	     689.30	     661.21	     621.33	     643.99	     668.80	           	           	           	           	  466875.19	  511561.38	  468214.50	      28.19	      22.69	      11.00	
 2013/01/21	  723.72	  728.97	  719.40	  728.41	        2509354	     715.59	     696.01	     667.55	     622.62	     644.51	     668.93	           	           	           	           	  404932.69	  485046.06	  467105.31	      29.52	      24.06	      10.94	
 2013/01/22	  726.40	  727.95	  704.01	  709.61	        2516501	     714.76	     699.90	     672.69	     623.75	     644.88	     668.97	           	           	           	           	  386110.25	  423039.69	  460542.13	      28.73	      24.99	       7.49	
 2013/01/23	  706.32	  712.49	  698.22	  711.34	        2298848	     715.13	     704.02	     677.55	     625.13	     645.27	     669.04	           	           	           	           	  361487.69	  394980.25	  456277.44	      27.93	      25.58	       4.70	
 2013/01/24	  712.26	  714.65	  683.71	  690.39	        2868442	     712.52	     705.29	     680.89	     626.10	     645.63	     669.21	           	           	           	           	  422039.13	  408289.00	  460451.75	      25.30	      25.52	      -0.44	
 2013/01/25	  690.70	  700.28	  689.92	  695.77	        1606796	     707.10	     708.02	     683.79	     627.15	     646.13	     669.53	           	           	           	           	  258342.70	  366582.50	  439071.94	      23.39	      25.10	      -3.41	
 2013/01/28	  699.65	  716.74	  699.16	  716.74	        2091441	     704.77	     710.18	     687.06	     628.53	     646.71	     669.79	           	           	           	           	  324869.94	  350569.94	  417808.00	      23.30	      24.74	      -2.88	
 2013/01/29	  719.46	  727.98	  719.46	  722.85	        2399870	     707.42	     711.09	     691.01	     629.82	     647.34	     670.24	           	           	           	           	  378655.47	  349079.00	  386059.34	      23.45	      24.48	      -2.06	
 2013/01/30	  723.50	  723.50	  709.32	  715.09	        2411136	     708.17	     711.65	     694.29	     630.98	     647.73	     670.61	           	           	           	           	  364657.59	  349712.97	  372346.63	      22.68	      24.12	      -2.88	
 2013/01/31	  715.11	  716.77	  706.16	  710.29	        2343938	     712.15	     712.33	     697.09	     632.21	     647.93	     670.91	           	           	           	           	  343159.59	  333937.06	  371113.03	      21.43	      23.58	      -4.30	
 2013/02/01	  710.57	  721.79	  709.36	  719.16	        2530444	     716.83	     711.96	     700.64	     633.63	     648.14	     671.22	           	           	           	           	  367010.84	  355670.69	  361126.59	      20.92	      23.05	      -4.26	
 2013/02/04	  724.30	  724.64	  706.90	  712.42	        2703332	     715.96	     710.37	     703.19	     634.97	     648.35	     671.51	           	           	           	           	  400739.31	  370844.56	  360707.25	      19.74	      22.39	      -5.29	
 2013/02/05	  707.29	  722.92	  707.29	  722.72	        1840183	     715.94	     711.68	     705.79	     636.71	     648.54	     671.83	           	           	           	           	  295011.75	  354115.81	  351597.41	      19.42	      21.79	      -4.75	
 2013/02/06	  724.32	  735.56	  724.20	  732.26	        1863926	     719.37	     713.77	     708.90	     638.64	     648.85	     672.14	           	           	           	           	  295176.25	  340219.56	  344966.25	      19.70	      21.38	      -3.34	
 2013/02/07	  733.71	  748.23	  732.15	  747.33	        2169208	     726.78	     719.46	     712.38	     640.76	     649.42	     672.45	           	           	           	           	  358627.31	  343313.09	  338625.06	      20.90	      21.28	      -0.75	
 2013/02/08	  747.11	  765.28	  747.11	  764.35	        2591942	     735.82	     726.32	     717.17	     643.30	     650.07	     672.81	           	           	           	           	  437757.03	  357462.34	  356566.50	      22.96	      21.62	       2.69	
 2013/02/18	  773.04	  779.35	  768.57	  778.71	        3160646	     749.07	     732.52	     721.35	     646.12	     650.90	     673.28	           	           	           	           	  514997.44	  380313.97	  375579.25	      25.46	      22.39	       6.15	
 2013/02/19	  778.17	  778.98	  760.71	  762.84	        2682710	     757.10	     736.52	     723.80	     648.78	     651.65	     673.61	           	           	           	           	  429705.84	  407252.78	  380684.31	      25.86	      23.08	       5.56	
 2013/02/20	  764.65	  791.23	  764.65	  791.23	        3225605	     768.89	     744.13	     727.89	     651.96	     652.66	     674.03	           	           	           	           	  535881.44	  455393.81	  397806.69	      28.15	      24.10	       8.10	
 2013/02/21	  781.30	  792.95	  768.48	  779.52	        3568025	     775.33	     751.05	     731.69	     654.91	     653.48	     674.40	           	           	           	           	  585737.69	  500815.88	  422064.50	      28.68	      25.01	       7.34	
 2013/02/22	  777.55	  789.74	  777.55	  778.80	        2320509	     778.22	     757.02	     734.49	     657.86	     654.16	     674.70	           	           	           	           	  389675.97	  491199.69	  424331.00	      28.72	      25.75	       5.93	
 2013/02/25	  783.63	  798.24	  782.54	  795.79	        2841869	     781.64	     765.35	     737.86	     661.04	     655.01	     675.08	           	           	           	           	  487778.63	  485755.91	  433034.94	      29.77	      26.56	       6.43	
 2013/02/26	  791.03	  805.38	  789.80	  790.75	        3034907	     787.22	     772.16	     741.92	     664.27	     655.80	     675.39	           	           	           	           	  566701.38	  513155.03	  460203.91	      29.86	      27.22	       5.28	
 2013/02/27	  795.80	  795.80	  777.07	  787.90	        2808294	     786.55	     777.72	     745.75	     667.45	     656.72	     675.70	           	           	           	           	  484998.41	  502978.41	  479186.13	      29.36	      27.65	       3.42	
 2013/02/28	  789.61	  801.85	  786.47	  801.85	        2984534	     791.02	     783.17	     751.32	     671.05	     657.86	     676.08	           	           	           	           	  500241.16	  485879.09	  493347.50	      29.74	      28.07	       3.36	
 2013/03/01	  801.01	  824.88	  801.01	  824.55	        3793788	     800.17	     789.19	     757.76	     675.36	     659.15	     676.55	           	           	           	           	  638782.75	  535700.44	  513450.06	      31.52	      28.76	       5.52	
 2013/03/04	  816.82	  828.43	  794.26	  802.19	        4056597	     801.45	     791.54	     762.03	     679.42	     660.25	     676.85	           	           	           	           	  679113.94	  573967.50	  529861.75	      30.76	      29.16	       3.21	
 2013/03/05	  803.68	  825.03	  796.23	  824.55	        2972134	     808.21	     797.71	     767.11	     683.93	     661.72	     677.16	           	           	           	           	  519997.59	  564626.75	  538890.88	      31.61	      29.65	       3.92	
 2013/03/06	  829.64	  842.63	  828.53	  839.82	        3433797	     818.59	     802.57	     773.35	     688.67	     663.29	     677.54	           	           	           	           	  615509.44	  590729.00	  546853.69	      33.13	      30.34	       5.57	
 2013/03/07	  836.76	  840.72	  806.08	  816.24	        3248535	     821.47	     806.24	     778.65	     693.25	     664.53	     677.80	           	           	           	           	  591568.13	  608994.38	  547436.75	      32.06	      30.69	       2.74	
 2013/03/08	  819.62	  819.88	  802.86	  804.67	        2341077	     817.49	     808.83	     782.92	     697.55	     665.68	     678.03	           	           	           	           	  412484.59	  563734.75	  549717.63	      29.93	      30.54	      -1.21	
 2013/03/11	  801.64	  812.05	  798.08	  807.69	        1670059	     818.59	     810.02	     787.69	     701.52	     666.79	     678.31	           	           	           	           	  298844.03	  487680.75	  530824.13	      28.17	      30.06	      -3.79	
 2013/03/12	  807.69	  812.73	  767.93	  780.01	        2893364	     809.69	     808.95	     790.55	     705.05	     667.60	     678.55	           	           	           	           	  489019.09	  481485.06	  523055.91	      24.25	      28.90	      -9.29	
 2013/03/13	  775.53	  776.87	  762.82	  774.46	        1983421	     796.61	     807.60	     792.66	     708.29	     668.19	     678.73	           	           	           	           	  323572.75	  423097.72	  506913.34	      20.47	      27.21	     -13.49	
 2013/03/14	  773.24	  786.48	  773.24	  781.28	        1837965	     789.62	     805.55	     794.36	     711.49	     668.81	     678.89	           	           	           	           	  320889.69	  368962.03	  488978.19	      17.82	      25.33	     -15.04	
 2013/03/15	  781.21	  805.58	  779.81	  791.75	        2187793	     787.04	     802.27	     795.73	     714.90	     669.53	     679.08	           	           	           	           	  398511.72	  366167.47	  464951.09	      16.37	      23.54	     -14.35	
 2013/03/18	  789.44	  802.59	  789.44	  792.06	        1829917	     783.91	     801.25	     796.40	     718.35	     670.24	     679.30	           	           	           	           	  340777.88	  374554.22	  431117.50	      15.07	      21.85	     -13.55	
 2013/03/19	  792.91	  795.14	  769.60	  782.87	        1882780	     784.48	     797.09	     797.40	     721.76	     670.97	     679.50	           	           	           	           	  321717.59	  341093.94	  411289.50	      13.15	      20.11	     -13.91	
 2013/03/20	  785.13	  806.94	  784.29	  806.94	        2079062	     790.98	     793.80	     798.18	     725.17	     671.93	     679.74	           	           	           	           	  368734.56	  350126.28	  386612.00	      13.42	      18.77	     -10.70	
 2013/03/21	  809.86	  829.57	  808.60	  825.58	        2515106	     799.84	     794.73	     800.49	     729.00	     673.22	     680.00	           	           	           	           	  456643.22	  377277.00	  373119.50	      14.96	      18.01	      -6.10	
 2013/03/22	  823.16	  827.61	  820.17	  824.78	        1867960	     806.45	     796.74	     802.79	     732.83	     674.51	     680.22	           	           	           	           	  331307.44	  363836.13	  365001.81	      15.93	      17.59	      -3.32	
 2013/03/25	  827.88	  830.43	  816.95	  827.19	        1906394	     813.47	     798.69	     804.36	     736.59	     675.79	     680.42	           	           	           	           	  334371.56	  362554.88	  368554.56	      16.71	      17.42	      -1.42	
 2013/03/26	  820.40	  825.34	  807.58	  820.67	        2008300	     821.03	     802.76	     805.85	     740.15	     677.18	     680.75	           	           	           	           	  352530.03	  368717.38	  354905.66	      16.60	      17.25	      -1.30	
 2013/03/27	  821.15	  829.07	  814.45	  822.46	        1721993	     824.14	     807.56	     807.58	     743.63	     678.72	     681.13	           	           	           	           	  299308.13	  354832.06	  352479.19	      16.48	      17.10	      -1.24	
 2013/03/28	  809.89	  818.35	  802.39	  809.23	        1911501	     820.87	     810.35	     807.95	     746.72	     680.16	     681.39	           	           	           	           	  342881.09	  332079.66	  354678.31	      15.13	      16.71	      -3.15	
 2013/03/29	  814.23	  814.23	  802.27	  807.79	        1465818	     817.47	     811.96	     807.11	     749.55	     681.65	     681.58	           	           	           	           	  279490.81	  321716.31	  342776.22	      13.79	      16.12	      -4.66	
 2013/04/01	  809.22	  819.42	  808.18	  816.63	        1631010	     815.36	     814.41	     807.83	     752.31	     683.40	     681.89	           	           	           	           	  332667.34	  321375.47	  341965.19	      13.29	      15.56	      -4.53	
 2013/04/02	  815.50	  823.36	  783.64	  784.95	        2135641	     808.21	     814.62	     805.85	     754.66	     684.76	     682.11	           	           	           	           	  444171.31	  339703.75	  354210.56	      10.22	      14.49	      -8.54	
 2013/04/03	  783.32	  784.65	  768.72	  774.78	        1630974	     798.68	     811.41	     802.60	     756.75	     685.94	     682.28	           	           	           	           	  311933.63	  342228.84	  348530.47	       6.89	      12.97	     -12.17	
 2013/04/08	  757.95	  792.83	  756.74	  791.96	        1805116	     795.22	     808.04	     801.39	     759.04	     687.25	     682.58	           	           	           	           	  347329.22	  343118.47	  337599.06	       5.56	      11.49	     -11.85	
 2013/04/09	  794.36	  803.59	  792.70	  802.03	        1547322	     794.07	     805.77	     801.26	     761.60	     688.48	     682.93	           	           	           	           	  295130.31	  346246.38	  333981.34	       5.27	      10.24	      -9.95	
 2013/04/10	  800.36	  801.69	  784.49	  792.35	        1509008	     789.21	     802.29	     800.49	     763.79	     689.56	     683.24	           	           	           	           	  284810.66	  336675.03	  329025.25	       4.21	       9.04	      -9.66	
 2013/04/11	  798.04	  798.04	  788.75	  788.97	        1438733	     790.02	     799.11	     800.94	     765.76	     690.71	     683.69	           	           	           	           	  244425.63	  296725.88	  318214.81	       3.06	       7.84	      -9.57	
 2013/04/12	  787.11	  794.63	  785.48	  785.91	        1259350	     792.24	     795.46	     801.51	     767.69	     691.85	     684.20	           	           	           	           	  217640.50	  277867.25	  310048.06	       1.88	       6.65	      -9.54	
 2013/04/15	  783.18	  785.58	  778.47	  780.26	        1092334	     789.90	     792.56	     801.46	     769.40	     693.00	     684.69	           	           	           	           	  194721.23	  247345.67	  295232.06	       0.48	       5.41	      -9.87	
 2013/04/16	  768.63	  791.61	  768.63	  791.61	        1259439	     787.82	     790.95	     801.45	     771.45	     694.23	     685.15	           	           	           	           	  224493.47	  233218.30	  289732.34	       0.28	       4.39	      -8.21	
 2013/04/17	  790.51	  809.22	  790.51	  809.22	        1696356	     791.19	     790.20	     802.31	     773.35	     695.57	     685.66	           	           	           	           	  334417.94	  243139.75	  289907.38	       1.53	       3.82	      -4.57	
 2013/04/18	  803.26	  819.21	  803.26	  815.52	        1852837	     796.50	     793.26	     803.94	     775.05	     696.86	     686.25	           	           	           	           	  372010.72	  268656.78	  282691.34	       3.00	       3.65	      -1.31	
 2013/04/19	  818.03	  834.70	  817.53	  831.47	        2228511	     805.62	     798.93	     805.17	     777.08	     698.29	     686.88	           	           	           	           	  431798.53	  311488.38	  294677.81	       5.38	       4.00	       2.77	
 2013/04/22	  829.73	  857.83	  829.73	  857.83	        2437332	     821.13	     805.52	     806.78	     779.65	     699.91	     687.61	           	           	           	           	  510409.72	  374626.06	  310985.88	       9.29	       5.06	       8.47	
 2013/04/23	  856.63	  857.74	  835.88	  836.14	        2585344	     830.04	     808.93	     807.35	     781.54	     701.44	     688.21	           	           	           	           	  533150.38	  436357.47	  334787.88	      10.52	       6.15	       8.74	
 2013/04/24	  840.17	  870.45	  840.17	  870.45	        2384518	     842.28	     816.74	     809.51	     783.91	     703.26	     688.91	           	           	           	           	  516958.56	  472865.59	  358002.66	      14.10	       7.74	      12.72	
 2013/04/25	  873.43	  887.41	  848.73	  848.73	        3102888	     848.92	     822.71	     810.91	     786.23	     704.99	     689.54	           	           	           	           	  738426.69	  546148.75	  407402.78	      15.01	       9.19	      11.63	
 2013/04/26	  851.77	  851.77	  835.38	  838.32	        2167458	     850.29	     827.96	     811.71	     788.34	     706.74	     690.16	           	           	           	           	  487990.16	  557387.13	  434437.75	      14.72	      10.30	       8.84	
 2013/05/02	  833.41	  864.61	  833.41	  863.76	        1913920	     851.48	     836.30	     814.43	     791.23	     708.67	     690.82	           	           	           	           	  465375.78	  548380.31	  461503.19	      16.36	      11.51	       9.69	
 2013/05/03	  868.53	  891.70	  868.53	  890.39	        2428944	     862.33	     846.18	     818.56	     794.48	     710.81	     691.59	           	           	           	           	  554232.25	  552596.69	  494477.06	      19.58	      13.12	      12.91	
 2013/05/06	  897.39	  916.03	  896.84	  910.16	        2879822	     870.27	     856.28	     823.24	     797.70	     713.11	     692.41	           	           	           	           	  650762.63	  579357.50	  526111.56	      23.45	      15.19	      16.53	
 2013/05/07	  907.79	  918.12	  902.50	  910.41	        2620536	     882.61	     865.77	     829.51	     800.83	     715.32	     693.40	           	           	           	           	  550311.13	  541734.38	  543941.56	      26.24	      17.40	      17.68	
 2013/05/08	  919.05	  938.41	  917.37	  938.41	        3207236	     902.63	     876.46	     837.70	     804.55	     717.76	     694.54	           	           	           	           	  731019.75	  590340.31	  573863.69	      30.36	      19.99	      20.74	
 2013/05/09	  936.40	  958.40	  936.19	  953.31	        3898264	     920.54	     886.01	     845.76	     808.60	     720.40	     695.74	           	           	           	           	  872634.75	  671792.13	  610086.19	      34.43	      22.88	      23.11	
 2013/05/10	  946.92	  954.02	  931.56	  940.48	        3352438	     930.55	     896.44	     852.68	     812.29	     722.96	     696.89	           	           	           	           	  710048.44	  702955.31	  627776.00	      36.21	      25.55	      21.32	
 2013/05/13	  941.11	  945.79	  928.60	  945.79	        2639727	     937.68	     903.98	     860.36	     816.18	     725.57	     698.05	           	           	           	           	  557078.75	  684218.56	  631788.00	      37.61	      27.96	      19.30	
 2013/05/14	  941.09	  941.30	  920.12	  924.33	        2685768	     940.46	     911.54	     867.13	     819.54	     728.12	     699.09	           	           	           	           	  569823.13	  688120.94	  614927.69	      36.56	      29.68	      13.77	
 2013/05/15	  926.13	  964.74	  926.13	  964.40	        3266000	     945.66	     924.14	     876.05	     823.41	     731.02	     700.27	           	           	           	           	  698479.88	  681613.00	  635976.63	      38.53	      31.45	      14.16	
 2013/05/16	  960.87	  985.48	  948.74	  959.89	        4558175	     946.98	     933.76	     885.03	     826.95	     733.85	     701.38	           	           	           	           	  974683.56	  702022.75	  686907.44	      39.27	      33.01	      12.51	
 2013/05/17	  956.74	  982.65	  955.42	  975.41	        3351561	     953.96	     942.26	     894.22	     830.47	     736.88	     702.48	           	           	           	           	  685285.81	  697070.25	  700012.75	      40.63	      34.54	      12.20	
 2013/05/20	  981.27	 1008.79	  980.43	 1005.98	        4300514	     966.00	     951.84	     904.06	     834.26	     740.19	     703.70	           	           	           	           	  926305.00	  770915.50	  727567.00	      43.68	      36.37	      14.63	
 2013/05/21	 1002.94	 1029.29	  997.50	 1027.46	        4303706	     986.63	     963.55	     914.66	     838.67	     743.72	     705.06	           	           	           	           	  907842.06	  838519.25	  763320.13	      47.29	      38.55	      17.47	
 2013/05/22	 1013.95	 1015.74	  987.21	  989.85	        4302065	     991.72	     968.69	     922.58	     841.98	     746.97	     706.25	           	           	           	           	  818293.69	  862482.00	  772047.50	      46.57	      40.15	      12.83	
 2013/05/23	  982.38	 1009.08	  982.38	  987.83	        3294731	     997.31	     972.14	     929.08	     845.45	     750.18	     707.45	           	           	           	           	  628227.81	  793190.88	  747606.81	      45.32	      41.19	       8.26	
 2013/05/24	  997.22	 1017.09	  997.22	 1017.06	        3279606	    1005.64	     979.80	     938.12	     849.42	     753.64	     708.78	           	           	           	           	  655391.56	  787212.00	  742141.13	      46.15	      42.18	       7.95	
 2013/05/27	 1022.81	 1038.18	 1022.81	 1033.49	        3707856	    1011.14	     988.57	     946.27	     853.38	     757.21	     710.17	           	           	           	           	  729139.63	  747778.94	  759347.19	      47.59	      43.26	       8.66	
 2013/05/28	 1033.98	 1033.98	 1003.99	 1005.71	        3462796	    1006.79	     996.71	     954.12	     856.96	     760.61	     711.48	           	           	           	           	  655207.94	  697252.13	  767885.69	      45.96	      43.80	       4.31	
 2013/05/29	 1001.78	 1011.71	  998.97	 1009.63	        2874812	    1010.74	    1001.23	     962.69	     860.66	     764.05	     712.78	           	           	           	           	  536602.06	  640913.81	  751697.94	      44.47	      43.94	       1.07	
 2013/05/30	 1003.68	 1023.99	 1003.68	 1019.13	        3163633	    1017.00	    1007.15	     970.46	     864.28	     767.66	     714.15	           	           	           	           	  628336.44	  640935.50	  717063.19	      43.55	      43.86	      -0.61	
 2013/05/31	 1016.95	 1027.04	 1009.23	 1013.78	        3370497	    1016.35	    1010.99	     976.63	     867.43	     771.40	     715.51	           	           	           	           	  655284.00	  640914.00	  714063.00	      41.91	      43.47	      -3.11	
 2013/06/03	 1013.47	 1016.22	  996.29	  999.17	        3075299	    1009.48	    1010.31	     981.08	     870.72	     775.07	     716.76	           	           	           	           	  631141.81	  621314.44	  684546.69	      38.99	      42.57	      -7.18	
 2013/06/04	  992.48	  992.84	  957.42	  969.63	        3208291	    1002.27	    1004.53	     984.04	     873.13	     778.53	     717.91	           	           	           	           	  636502.13	  617573.31	  657412.69	      33.89	      40.84	     -13.89	
 2013/06/05	  970.51	  983.37	  969.45	  977.03	        2743148	     995.75	    1003.25	     985.97	     875.42	     782.05	     719.07	           	           	           	           	  483876.19	  607028.13	  623970.94	      30.10	      38.69	     -17.18	
 2013/06/06	  968.11	  974.02	  965.18	  965.75	        2486195	     985.07	    1001.04	     986.59	     877.91	     785.58	     720.22	           	           	           	           	  437847.97	  568930.44	  604933.00	      25.89	      36.13	     -20.48	
 2013/06/07	  970.41	  985.56	  967.52	  977.19	        2991445	     977.75	     997.05	     988.43	     880.79	     789.17	     721.42	           	           	           	           	  531385.50	  544150.75	  592532.38	      23.21	      33.55	     -20.67	
 2013/06/13	  960.62	  981.96	  942.99	  981.96	        2981392	     974.31	     991.90	     990.23	     883.69	     792.61	     722.59	           	           	           	           	  560698.75	  530062.13	  575688.25	      21.23	      31.08	     -19.71	
 2013/06/14	  986.22	 1025.20	  985.86	 1022.76	        3083771	     984.94	     993.60	     995.16	     887.74	     796.40	     723.90	           	           	           	           	  649493.31	  532660.38	  575116.81	      22.68	      29.40	     -13.44	
 2013/06/17	 1035.66	 1052.00	 1027.84	 1031.71	        3821024	     995.87	     995.81	     998.52	     892.03	     800.16	     725.21	           	           	           	           	  847208.06	  605326.75	  606177.44	      24.28	      28.38	      -8.19	
 2013/06/18	 1033.13	 1041.40	 1016.78	 1035.41	        3299834	    1009.81	     997.44	    1002.30	     896.26	     803.87	     726.54	           	           	           	           	  712869.00	  660330.94	  614630.69	      25.55	      27.81	      -4.52	
 2013/06/19	 1022.49	 1036.80	 1019.58	 1030.97	        2977911	    1020.56	     999.16	    1005.08	     900.25	     807.58	     727.91	           	           	           	           	  629510.69	  679955.94	  612053.31	      25.90	      27.43	      -3.06	
 2013/06/20	 1023.38	 1033.65	  995.24	  996.69	        3214169	    1023.51	     998.91	    1004.61	     903.66	     811.01	     729.16	           	           	           	           	  668337.69	  701483.75	  615772.94	      23.15	      26.57	      -6.86	
 2013/06/21	  971.68	 1001.93	  956.65	  997.15	        3247048	    1018.39	    1001.66	    1003.10	     907.23	     814.49	     730.42	           	           	           	           	  611765.13	  693938.13	  613299.25	      20.76	      25.41	      -9.30	
 2013/06/24	  988.96	  989.13	  936.95	  942.06	        3392567	    1000.46	     998.16	    1000.71	     909.48	     817.33	     731.47	           	           	           	           	  602977.00	  645091.88	  625209.31	      14.26	      23.18	     -17.84	
 2013/06/25	  926.79	  964.71	  877.81	  955.31	        4397698	     984.44	     997.12	     999.08	     911.65	     820.32	     732.56	           	           	           	           	  802950.75	  663108.25	  661719.56	      10.06	      20.56	     -20.99	
 2013/06/26	  955.57	 1009.94	  955.57	 1009.94	        4298431	     980.23	    1000.40	     998.72	     914.73	     823.78	     733.80	           	           	           	           	  847236.56	  706653.44	  693304.69	      11.01	      18.65	     -15.27	
 2013/06/27	 1017.20	 1033.90	  990.19	  993.57	        4534849	     979.61	    1001.56	     996.73	     917.50	     827.05	     734.97	           	           	           	           	  946329.19	  762251.75	  731867.75	      10.33	      16.98	     -13.31	
 2013/06/28	  974.26	 1008.19	  973.79	  981.98	        3223794	     976.57	     997.48	     995.54	     920.19	     830.17	     736.06	           	           	           	           	  663192.44	  772537.19	  733237.63	       8.75	      15.34	     -13.17	
 2013/07/01	  978.66	 1028.40	  978.66	 1028.14	        3589406	     993.79	     997.12	     996.47	     923.62	     833.62	     737.37	           	           	           	           	  738133.69	  799568.50	  722330.19	      11.10	      14.49	      -6.78	
 2013/07/02	 1031.69	 1059.35	 1030.59	 1052.33	        4678195	    1013.19	     998.81	     998.13	     927.67	     837.20	     738.76	           	           	           	           	 1016497.38	  842277.88	  752693.06	      14.74	      14.54	       0.40	
 2013/07/03	 1044.76	 1085.22	 1040.91	 1082.17	        4684614	    1027.64	    1003.93	    1001.55	     932.25	     840.90	     740.23	           	           	           	           	 1051523.63	  883135.25	  794894.38	      19.80	      15.59	       8.42	
 2013/07/04	 1068.59	 1083.48	 1061.98	 1063.91	        4117580	    1041.71	    1010.66	    1004.78	     936.37	     844.34	     741.65	           	           	           	           	  902704.94	  874410.44	  818331.06	      22.09	      16.89	      10.40	
 2013/07/05	 1064.90	 1066.27	 1027.67	 1027.71	        3730565	    1050.85	    1013.71	    1007.69	     940.41	     847.54	     742.91	           	           	           	           	  799110.81	  901594.06	  837065.63	      20.74	      17.66	       6.16	
 2013/07/08	  995.65	 1031.49	  986.48	 1003.54	        3429574	    1045.93	    1019.86	    1009.01	     944.23	     850.49	     744.10	           	           	           	           	  681938.06	  890354.94	  844961.75	      17.52	      17.63	      -0.23	
 2013/07/09	 1006.63	 1029.51	 1002.46	 1028.52	        3136171	    1041.17	    1027.18	    1012.15	     948.17	     853.61	     745.46	           	           	           	           	  651254.81	  817306.44	  829792.13	      16.79	      17.46	      -1.35	
 2013/07/10	 1028.03	 1050.41	 1028.03	 1047.17	        3317589	    1034.17	    1030.90	    1015.65	     952.25	     856.93	     746.93	           	           	           	           	  733890.88	  753779.88	  818457.56	      17.51	      17.47	       0.08	
 2013/07/11	 1046.03	 1060.62	 1035.83	 1058.16	        3659589	    1033.02	    1037.36	    1019.46	     956.68	     860.24	     748.43	           	           	           	           	  753162.56	  723871.44	  799140.94	      18.76	      17.73	       2.05	
 2013/07/12	 1054.56	 1094.63	 1054.56	 1074.55	        4010508	    1042.39	    1046.62	    1022.05	     961.44	     863.60	     750.04	           	           	           	           	  912001.25	  746449.50	  824021.81	      20.83	      18.35	       4.95	
 2013/07/15	 1080.06	 1114.64	 1080.06	 1114.64	        4397737	    1064.61	    1055.27	    1026.20	     966.92	     867.31	     751.75	           	           	           	           	 1006487.13	  811359.31	  850857.13	      25.41	      19.76	      11.29	
 2013/07/16	 1117.31	 1127.61	 1102.43	 1116.08	        4072521	    1082.12	    1061.65	    1030.23	     972.52	     870.96	     753.42	           	           	           	           	  897860.31	  860680.44	  838993.44	      28.82	      21.57	      14.50	
