trade_date,close
20170802,0.6059391417060362
20170803,0.936988333493757
20170804,0.7105700631516991
20170807,0.9661083176507484
20170808,1.291078903958306
20170809,1.2493059873686712
20170810,0.8907876430658923
20170811,0.5708367361078941
20170814,1.6902429963475123
20170815,1.623354986917072
20170816,2.107510071816617
20170817,1.9509427579489642
20170818,1.2044075942283674
20170821,1.142417133711836
20170822,0.4953558790794856
20170823,0.045472736616191174
20170824,-0.3674646203364053
20170825,0.35790226083308985
20170828,1.344157487877569
20170829,0.6633047921579435
20170830,0.5492826597038861
20170831,0.6819427271310934
20170901,1.26730698931674
20170904,1.624854495503927
20170905,1.0590324790080012
20170906,1.5231719416298533
20170907,0.6812752465643259
20170908,-0.021039033988944883
20170911,0.7552980730422871
20170912,-0.35350280720443644
20170913,0.008887290555867101
20170914,-0.5622042931385072
20170915,-0.8436603793202252
20170918,-0.22846832101958534
20170919,-1.2978654961734837
20170920,-0.5578071972373987
20170921,-1.9866913150202736
20170922,-1.8628390430699073
20170925,-2.4994204027350673
20170926,-2.0347521934626838
20170927,-1.0920508962086533
20170928,-0.9798778916802797
20170929,-0.45384201923883344
20171009,0.4912740076648385
20171010,1.0599439419195873
20171011,0.17473370584869996
20171012,0.24938777763664477
20171013,1.4827421638894374
20171016,-0.6729421197692587
20171017,-0.8061820444160208
20171018,-1.0439735808880817
20171019,-1.3121467027345264
20171020,-0.1264390400822937
20171023,0.5997250044774227
20171024,0.6211391187043095
20171025,0.8196489512676521
20171026,0.21670297606297317
20171027,-0.6385845162434185
20171030,-2.4550991010333987
20171031,-1.6186681607219204
20171101,-1.61240419982219
20171102,-2.034884218051117
20171103,-1.8804530486742779
20171106,-1.240025692429115
20171107,-0.8288412442562957
20171108,-0.3120277216053396
20171109,0.28909841161030714
20171110,0.5950445160625023
20171113,0.6335998522162202
20171114,0.10626347933639879
20171115,-0.7995144617335938
20171116,-0.6419552775935706
20171117,-1.546227581756185
20171120,-0.5723149518571763
20171121,-0.15568428191647243
20171122,-0.145959675920891
20171123,-1.6946007953236117
20171124,-1.6426662765260134
20171127,-1.7393779977522996
20171128,-0.23996170109629578
20171129,-0.30512370381521686
20171130,-0.7534704186430474
20171201,0.5132865510511346
20171204,0.007717005382267724
20171205,-1.1907985998760267
20171206,-0.2679103505762946
20171207,-0.5350800951400717
20171208,0.3525780357024551
20171211,1.6283244701809056
20171212,1.0828259565745946
20171213,1.136593795972858
20171214,0.5083044950628879
20171215,0.16842560932932513
20171218,0.11096906606411376
20171219,1.0564538547359268
20171220,0.16748575664798165
20171221,0.33960907810887936
20171222,-0.3179552970769496
20171225,-1.9989941834490788
20171226,-1.224410073946053
20171227,-1.2360130093492783
20171228,-0.9043691267686702
20171229,-0.36583038288819364
20180102,0.3579803697925961
20180103,1.9666159441169322
20180104,1.3208571288145028
20180105,1.1721898298014701
20180108,0.909049742845481
20180109,0.6472347561983732
20180110,0.26019985609874563
20180111,0.9883487257988687
20180112,-0.26536761920250335
20180115,-2.221923238398125
20180116,-1.7702475396846564
20180117,-0.886569706163214
20180118,-0.7169098927862398
20180119,-0.5488675311792749
20180122,1.0973684977759661
20180123,0.753707478118758
20180124,2.2695331333535793
20180125,1.6965854002160368
20180126,1.4277271258257576
20180129,1.0666769390144855
20180130,0.37897482903987345
20180131,-0.8260691771843046
20180201,-1.475449166515887
20180202,-0.8496317473642584
20180205,-0.8238196596026246
20180206,-2.220154299554188
20180207,-1.3158038980955857
20180208,-0.5525331288592797
20180209,-1.3212953591637473
20180212,-0.08815939533615212
20180213,-0.21202250796499034
20180214,-0.36693286749180387
20180222,0.3851007466649952
20180223,0.1912880327972245
20180226,1.3931921010596389
20180227,1.4995440006866372
20180228,1.5321597278770953
20180301,1.8259948431409416
20180302,1.274269057406304
20180305,1.5544184416548483
20180306,1.333955465725286
20180307,0.8949033069715902
20180308,0.8880303212190247
20180309,1.6563905674029025
20180312,1.7127078935584577
20180313,1.3566995143836291
20180314,0.746225489090511
20180315,0.7209919817258763
20180316,0.02802045995131589
20180319,0.35084009990172915
20180320,0.5482954166621806
20180321,-0.5597365810084936
20180322,-1.0347238409419381
20180323,-3.2185041499918223
20180326,-1.5630913569886313
20180327,0.018899224159158783
20180328,-0.25046545291466665
20180329,0.10162720022347754
20180330,0.9837827162542782
20180402,0.5448132276785098
20180403,-0.22557114528116345
20180404,-1.0481571930220777
20180409,-0.7977430032453621
20180410,-0.7521504758030216
20180411,-0.651119733576889
20180412,-0.7672317615554485
20180413,-0.622305077862567
20180416,-0.18422487367984317
20180417,-1.3955608244814568
20180418,-0.3432259849437257
20180419,-0.3876763238883876
20180420,-1.2922991809116138
20180423,-1.603125998615847
20180424,-0.40173845466564506
20180425,-0.3301491504725573
20180426,-1.05847674421114
20180427,-0.5810510591853191
20180502,-0.6583774263118084
20180503,0.49356875414956386
20180504,-0.01313198548047445
20180507,1.7171931599810333
20180508,1.8714208766076939
20180509,1.5027133876258778
20180510,1.2471321163693387
20180511,0.1691784378551838
20180514,0.0796154624779925
20180515,0.6261448803164125
20180516,0.14953895155512753
20180517,-0.5064502329091726
20180518,-0.09387158229153655
20180521,0.8356375955667825
20180522,0.7584667038944548
20180523,-0.7137910590856478
20180524,-1.2298354157559765
20180525,-2.373420784474705
20180528,-2.2084860073868566
20180529,-1.9205857497086039
20180530,-2.5273037623553836
20180531,-1.7310175211473877
20180601,-1.7889222362106305
20180604,-1.4729484831729998
20180605,-0.5995770632223262
20180606,-0.8119345270538527
20180607,-0.780448437562778
20180608,-1.037393131137279
20180611,-0.9905743148569306
20180612,-0.27284244028252935
20180613,-0.7285827409960275
20180614,-0.6636950257551705
20180615,-1.2614886955400917
20180619,-2.647958647541979
20180620,-1.8138909382746904
20180621,-2.146584193413063
20180622,-0.932533608355785
20180625,-0.7701143675642159
20180626,0.14813793439990688
20180627,0.04876051739973986
20180628,0.047235427523630046
20180629,1.4747800519908725
20180702,0.8585096676837114
20180703,1.3478701953236336
20180704,0.563543764865257
20180705,0.09046717397213529
20180706,0.46966889811548906
20180709,1.1748671043961934
20180710,1.4002373116885471
20180711,0.8275670015180657
20180712,1.7007916401839032
20180713,1.5285686250590773
20180716,1.235344451447787
20180717,1.2792933878225552
20180718,0.7467663180650254
20180719,0.5324886122215874
20180720,1.024645925427507
20180723,1.5225505974040856
20180724,1.6389888236019265
20180725,1.4230178700156069
20180726,0.44728057894401657
20180727,-0.0244821615748235
20180730,-0.8318928065637172
20180731,-0.7150323997825211
20180801,-1.0376081848759975
20180802,-1.9663868313114754
20180803,-2.208431758872095
20180806,-2.267597762609749
20180807,-0.8773470825190258
20180808,-1.3666776241734215
20180809,-0.03863287861907447
20180810,0.1848413476130524
20180813,0.6227697737121967
20180814,0.32639341385626747
20180815,-0.6886412230376833
20180816,-0.6086381461610756
20180817,-0.8919584337036393
20180820,-0.1801220592203085
20180821,0.5841837847472592
20180822,0.3572865811014015
20180823,1.106336577909452
20180824,0.7884216606796645
20180827,1.8906464502370603
20180828,1.7207994722743036
20180829,1.2894343227632137
20180830,0.4906278098254431
20180831,-0.1709610111851758
20180903,0.12941195815265435
20180904,0.7954052295485861
20180905,-0.016657801024409186
20180906,-0.20362811627877062
20180907,-0.24261216154907964
20180910,-1.7110891602630427
20180911,-1.1304060236331988
20180912,-1.0035634530043709
20180913,-0.5784421218680444
20180914,-1.277117024842918
20180917,-1.5865692067365065
20180918,-0.4915377854513962
20180919,0.14461547616414308
20180920,0.11008509434515472
20180921,0.940776930200481
20180925,0.4908871150764263
20180926,1.0665780611375013
20180927,0.07990367211278113
20180928,1.024546956133285
20181008,-1.5046159856318082
20181009,-1.4731213628935924
20181010,-1.0476044881425859
20181011,-2.9245862242565717
20181012,-1.8924098124871793
20181015,-1.7645411232861885
20181016,-1.865779747019003
20181017,-1.1604474267900475
20181018,-1.3264930815470095
20181019,-0.05437361825408622
20181022,1.3380664350520621
20181023,0.6294541969627204
20181024,0.37300237233852224
20181025,0.22452128597501417
20181026,-0.021055917932568568
20181029,-0.02971943730815947
20181030,0.5865902784914091
20181031,1.0041023513102325
20181101,1.3565777629419802
20181102,2.367469538516822
20181105,1.9236705003605823
20181106,1.5530119705543775
20181107,1.2932750659201047
20181108,0.8261174732427417
20181109,0.7825305035141025
20181112,1.4095862289476624
20181113,1.537352333712737
20181114,1.222263397925993
20181115,1.43747753354928
20181116,1.1113819942268177
20181119,0.8985860269885169
20181120,0.028832865342542025
20181121,0.06729543350320412
20181122,-0.14087447182282137
20181123,-1.3173176113694005
20181126,-1.4064069786543638
20181127,-1.1651166451907986
20181128,-0.3975271991432456
20181129,-1.228468931677181
20181130,-0.5499660147066183
20181203,0.7280002154649996
20181204,0.7956946272121341
20181205,0.4851164889976469
20181206,-0.7417644217068832
20181207,-0.7340239550922906
20181210,-0.9277719300908798
20181211,-0.2944816385399097
20181212,-0.026748264299907183
20181213,0.6351911201013145
20181214,-0.5973429679952077
20181217,-0.7962181840031456
20181218,-0.9013787941340987
20181219,-1.4581549997152277
20181220,-0.9004115218605485
20181221,-1.0129537239874007
20181224,-0.35363155354330716
20181225,-0.7460718276300418
20181226,-1.1040961725369138
20181227,-1.3974943938439737
20181228,-1.092857104003069
20190102,-1.4852508941918963
20190103,-1.6670896415936907
20190104,0.027650564218149955
20190107,0.9416961437505345
20190108,0.7904688376143519
20190109,0.6163383978776354
20190110,0.25450891507505075
20190111,0.4754637866238349
20190114,-0.024671183499289786
20190115,1.5892678517618597
20190116,1.457297842766365
20190117,0.632044802216972
20190118,1.5547443936503766
20190121,1.6776931812394809
20190122,0.5330627970862586
20190123,0.43004258592162287
20190124,1.0180321829654264
20190125,1.0819185985620332
20190128,0.7388960674691032
20190129,-0.08590318170296449
20190130,-1.0589635056963134
20190131,-1.3188174495099718
20190201,2.05947019656574
20190211,3.0760443771581567
20190212,2.610266586515684
20190213,2.538411845392056
20190214,2.0625137984837165
20190215,1.268747009488501
20190218,2.223814027009867
20190219,1.604040847782124
20190220,1.2401611517505948
20190221,1.1259900355022352
20190222,1.7961346145061108
20190225,2.602903042220757
20190226,2.0275590187271266
20190227,1.2753385334062524
20190228,1.2223775999428883
20190301,1.3551479908483373
20190304,1.5196805571829888
20190305,1.7130437588847132
20190306,1.6251065421614663
20190307,1.2025683738780577
20190308,0.2122549376922524
20190311,0.9333228955065518
20190312,1.0055715475186433
20190313,-0.17111940039706236
20190314,-0.644517689711409
20190315,-0.8441647592655652
20190318,-0.2603776341662152
20190319,-0.4351950281016523
20190320,-0.8471037042316363
20190321,-0.9332335349362614
20190322,-1.4005658562973218
20190325,-1.8511718705240652
20190326,-2.253890407780238
20190327,-1.7968403452708632
20190328,-1.7565714941638504
20190329,-0.6717714590305929
20190401,0.2477095259844515
20190402,0.05343183257834458
20190403,0.2588531106166337
20190404,0.025075082554360743
20190408,-0.7286108060712078
20190409,-0.5013214692918381
20190410,-0.9068484071071302
20190411,-1.6207742457973684
20190412,-1.2604342461932774
20190415,-1.6787207369467985
20190416,-0.4981845476913104
20190417,-0.2813775463859007
20190418,-0.6130727630549869
20190419,-0.34112969482679706
20190422,-1.1035100489314438
20190423,-1.3822304358730686
20190424,-0.6910843687585632
20190425,-1.8004678770391553
20190426,-1.6509984590135764
20190429,-1.9876920848126183
20190430,-1.7915784058046649
20190506,-2.783702420472089
20190507,-2.0391285510731185
20190508,-1.785286507863641
20190509,-1.6317944333927579
20190510,-0.5922157223770633
20190513,-0.8640192219493451
20190514,-0.7998421175859316
20190515,-0.2915675087991735
20190516,-0.26369693405596983
20190517,-0.8842957143041648
20190520,-0.7269198649994977
20190521,-0.2767329319958967
20190522,-0.19655433680749265
20190523,-0.6485162789705833
20190524,-0.4922322362650631
20190527,0.6911453022876535
20190528,1.0388362240423175
20190529,0.9465059886905427
20190530,0.4461543413572252
20190531,0.5230396824226425
20190603,0.03854621762792589
20190604,-0.2676331088072429
20190605,-0.2531708835318566
20190606,-1.507951442572088
20190610,-0.37994051909428245
20190611,2.184012874971273
20190612,1.300655395266723
20190613,1.3534793173623867
20190614,0.3023238390046873
20190617,0.15222566244440416
20190618,0.6516389967044737
20190619,1.4303683482585723
20190620,2.315395309029883
20190621,2.5586116651854405
20190624,1.8334105268651661
20190625,1.2940713788350957
20190626,1.2898503128283971
20190627,1.5233649870604937
20190628,1.0950049696844937
20190701,2.0229584660515942
20190702,1.6800524878479157
20190703,1.0840539588487157
20190704,0.6927845325712066
20190705,0.6783974491386121
20190708,-0.5428894371809415
20190709,-0.17378991041456177
20190710,-0.2869174340362755
20190711,-0.23548196873619018
20190712,-0.12764228095405628
20190715,0.4840091018660435
20190716,0.3189163855161029
20190717,0.42494126748516653
20190718,-0.7244801291813425
20190719,-0.017149155608185983
20190722,-1.0662323552425448
20190723,-0.04141308526870556
20190724,0.8164670467621497
20190725,1.1725451833410987
20190726,1.082455878031498
20190729,0.9146741551203228
20190730,1.6840466865262156
20190731,1.0405688533782471
20190801,0.7983563404434026
20190802,-0.08159874100915065
20190805,-1.5307165921244168
20190806,-2.051884034050696
20190807,-1.8863049929595177
20190808,-0.7885608592148421
20190809,-0.9780560827083881
20190812,0.2982680129197516
20190813,-0.19841334729004634
20190814,0.2598715956733215
20190815,0.8338310216566447
20190816,0.9360688458724928
20190819,2.5060719408432814
20190820,1.5841685848200722
20190821,1.0869449019509312
20190822,0.9769797525037589
20190823,0.924051558139128
20190826,0.4257884915107491
20190827,0.9571785362097687
20190828,0.6443116264228816
20190829,0.4496100228070897
20190830,0.2511646397238328
20190902,1.3230518467197085
20190903,1.2795525917374087
20190904,1.2382941240726721
20190905,1.5488665747556247
20190906,1.5299404953474491
20190909,2.3927502074649527
20190910,1.565048640563429
20190911,0.5229139115561687
20190912,0.512988815059198
20190916,0.2023053856177496
20190917,-1.1967662329520772
20190918,-1.0533803700371118
20190919,-0.29775355824239746
20190920,-0.45131721351894405
20190923,-1.1963925406068676
20190924,-0.7252102922975835
20190925,-1.4931844777244683
20190926,-2.2393488249962568
20190927,-1.5392739557365878
20190930,-1.918651521435525
20191008,-1.869200442283325
20191009,-1.4501931091832616
20191010,-0.4919212835382388
20191011,-0.3189894076679125
20191014,0.001101799197524729
20191015,-0.5721401070981971
20191016,-0.685273351069472
20191017,-0.534882992167757
20191018,-0.739500676700093
20191021,-0.8541763805565603
20191022,0.008504720629858386
20191023,-0.6270136016121284
20191024,-0.45256472282177923
20191025,0.5488559824193903
20191028,1.7251106489916745
20191029,0.7873135982108056
20191030,0.678281430675447
20191031,0.08390526518619867
20191101,1.0626133112758227
20191104,1.3411798423937122
20191105,1.8103602434562558
20191106,1.1725879695467527
20191107,1.2226726174898142
20191108,1.0144655588076508
20191111,-0.9412339571160163
20191112,-1.1092545406862695
20191113,-0.36561915774820214
20191114,0.22458158470076467
20191115,-0.5985136329102886
20191118,-0.2424422562057233
20191119,2.1223488984157948
20191120,1.2291620592925423
20191121,0.4155654646375056
20191122,-1.295890603989647
20191125,-1.7988177117837736
20191126,-0.7429628969770369
20191127,-0.8206134461787767
20191128,-0.8887471574059411
20191129,-1.2531694703625793
20191202,-1.0270693899883419
20191203,-0.5489290265787078
20191204,-0.42903267549537627
20191205,1.3867082005576103
20191206,1.7602651039054182
20191209,1.0091962367977934
20191210,1.5755590294064654
20191211,0.5266333491511646
20191212,0.434952234166335
20191213,1.7235185018775379
20191216,2.047202798630006
20191217,2.2300765255088466
20191218,1.5757080666091596
20191219,1.1459324897887602
20191220,0.3467686552274484
20191223,-0.5941895635704224
20191224,0.5439842817380992
20191225,0.8835936344870688
20191226,0.9721594384080038
20191227,-0.2822878687171914
20191230,0.3740537437698341
20191231,0.272035041231022
20200102,1.1393161192610672
20200103,0.847619150183223
20200106,1.1387521517477746
20200107,1.43916071377097
20200108,-0.005134060454279053
20200109,1.7438807262082343
20200110,1.0349816528544373
20200113,1.657615927087191
20200114,0.9278546019423974
20200115,0.638459070836293
20200116,0.6233998247886714
20200117,0.38506497985852317
20200120,1.8977452315276708
20200121,0.8640674591722589
20200122,1.9867992920988045
20200123,-0.8988387762530784
20200203,-3.3622714656688406
20200204,-0.9566603923236627
20200205,0.5002460194310421
20200206,1.823247480629048
20200207,1.1891228945297818
20200210,1.2880003176888255
20200211,0.5474731642150764
20200212,1.3698284510204803
20200213,0.6963380999997598
20200214,0.48185123441694955
20200217,1.5264547774238253
20200218,1.4607941269762148
20200219,0.4084366903320113
20200220,1.0026204873355118
20200221,1.3805310297835238
20200224,1.5327077232124773
20200225,1.5963526861422657
20200226,-0.32926438375309236
20200227,-0.2806891656129125
20200228,-1.8790492186822694
20200302,-1.278979674322086
20200303,-0.6437370707540746
20200304,-0.8581061278390635
20200305,-0.42516228556697244
20200306,-0.8575384548644236
20200309,-2.111914542278353
20200310,-1.0886228156701383
20200311,-1.5330669118544935
20200312,-1.813739410688475
20200313,-1.5997915459541932
20200316,-2.307725879497069
20200317,-1.7649063956534612
20200318,-1.7031158080683946
20200319,-1.361058847669897
20200320,-0.9846301850254575
20200323,-1.4943531415217295
20200324,-0.9533431916544344
20200325,-0.18953610979865268
20200326,-0.16357562184351926
20200327,-0.3554875450715528
20200330,-0.761224207341827
20200331,-0.6163437389583353
20200401,-0.46507336302702645
20200402,0.4661085903267172
20200403,0.4802308945402615
20200407,1.4336056998242994
20200408,1.451087891119812
20200409,1.8491719443894123
20200410,0.8667275672007322
20200413,0.5398878247763752
20200414,1.5324365547153256
20200415,1.218922749286291
20200416,1.5217896605468304
20200417,1.4510175091070654
20200420,1.4595227370622532
20200421,0.9541997478549389
20200422,1.0108506942421764
20200423,0.6276913646546619
20200424,0.03918067096319926
20200427,0.43560411678242805
20200428,0.7534628521861126
20200429,0.49261182247675306
20200430,1.378003996030234
20200506,2.1185107605081694
20200507,1.4131255533542109
20200508,1.4234276611544028
20200511,0.348278797700216
20200512,0.6703783114394012
20200513,1.0694627775502876
20200514,0.21915822799601276
20200515,0.472143497895108
20200518,-0.5828931706024605
20200519,0.4956207278380153
20200520,-0.4909250929694856
20200521,-0.8879103368437047
20200522,-2.424785488434623
20200525,-1.674372836485711
20200526,0.25065368667162824
20200527,-1.0058378884294108
20200528,-1.339977874340786
20200529,-0.7241247874583345
20200601,1.2816649042272987
20200602,0.7578254580467909
20200603,0.5658968800736035
20200604,0.6165954358433149
20200605,1.004836510611585
20200608,0.5292725694593062
20200609,1.318647962069903
20200610,1.7456614554953853
20200611,1.5520667672780601
20200612,1.608423592304466
20200615,1.3906417776379174
20200616,1.804307422266925
20200617,1.3821168546520757
20200618,1.2239683393318261
20200619,2.0181323006507927
20200622,2.025489966104568
20200623,2.065546466278748
20200624,1.4674607787626845
20200629,0.833358137516846
20200630,1.694883075631374
20200701,0.972738300953415
20200702,0.8696487865794598
20200703,1.1601236213027537
20200706,1.9180383884121657
20200707,2.26357891965414
20200708,2.4808807136805537
20200709,2.6701396424650308
20200710,2.07588848863947
20200713,2.4030069330043573
20200714,1.5699153526103726
20200715,0.7533390395259845
20200716,-0.9051740028006673
20200717,-0.8847644682379252
20200720,-0.5042299720434262
20200721,-0.09406912226433752
20200722,0.1198762724396946
20200723,0.32597983192143687
20200724,-1.622561130545056
20200727,-1.5185488783542038
20200728,-1.1703559691396008
20200729,-0.2202297639852748
20200730,-0.5041460038513053
20200731,-0.10853415004704961
20200803,0.33444585968501084
20200804,-0.3041579138841142
20200805,-0.10289584728955498
20200806,-0.7143226294621305
20200807,-1.2774772314118206
20200810,-1.4537483145190964
20200811,-1.8199517615100096
20200812,-1.9910996648960324
20200813,-1.7948027489854437
20200814,-1.1066099090112915
20200817,-0.7749747017947526
20200818,-0.7366986814317712
20200819,-1.6250919607096859
20200820,-1.5956722872345133
20200821,-1.015915984963977
20200824,-0.5422756825505554
20200825,-0.3232579387179933
20200826,-0.8878742320505941
20200827,-0.3987122243126849
20200828,0.2598338347136326
20200831,-0.04820355340477309
20200901,0.33449489454107467
20200902,0.6864315521196438
20200903,0.2976054108425086
20200904,0.04168487142941988
20200907,-1.9063723491369793
20200908,-1.3348490183677264
20200909,-2.8221423635128566
20200910,-2.4271577901227497
20200911,-1.3264210698204284
20200914,-0.6813761981693286
20200915,-0.2603638448253303
20200916,-0.8113372768727646
20200917,-0.7695889847428574
20200918,-0.29587676683661257
20200921,-0.5910634620806651
20200922,-0.551401228813562
20200923,0.01832764233480047
20200924,-0.7239837365069723
20200925,-0.48662670097173083
20200928,-0.5393746266922134
20200929,0.18519764920145063
20200930,0.6887718085516227
20201009,2.5090273508604253
20201012,3.03085958290773
20201013,2.2265469024343063
20201014,1.6153978514870613
20201015,1.070518018610327
20201016,0.7048125858726275
20201019,0.2576670642799057
20201020,0.9172819425112833
20201021,0.3764826950507944
20201022,-0.009549081988173714
20201023,-0.961503367460498
20201026,-0.6891050661166852
20201027,-0.21499523847299662
20201028,0.07960408849094035
20201029,0.4120802019114186
