trade_date,vol
20170717,2.8793843629727593
20170718,0.11645557781277951
20170719,-0.12028654168949521
20170720,0.46069162893948545
20170721,-0.28826252696636595
20170724,-0.47166326268518716
20170725,0.3036440848676317
20170726,0.7998816405685513
20170727,4.976189539211799
20170728,3.048152673857215
20170731,1.534332635520834
20170801,1.6099151677853312
20170802,1.4398687995162602
20170803,2.6753094315567285
20170804,1.4538731341987297
20170807,0.5121412171214049
20170808,1.7595125354021812
20170809,1.734830355019983
20170810,1.1787995841286798
20170811,0.9549741632892556
20170814,1.9531336817203602
20170815,1.0948855304149137
20170816,3.5608695180720313
20170817,2.5593125681408746
20170818,1.0572146023537716
20170821,0.8099760814765592
20170822,0.6385224579367502
20170823,0.23080472619636322
20170824,-0.05146050471136628
20170825,0.11481349342560027
20170828,1.8150304809167466
20170829,0.1948571294053742
20170830,-0.0881395870283574
20170831,-0.16889946161489766
20170901,1.0524574721648465
20170904,1.6989774763897325
20170905,1.040753704331219
20170906,1.9447624034538513
20170907,2.6705345606780675
20170908,0.7149759617503213
20170911,0.3884328121791271
20170912,1.3706028826507737
20170913,0.18144712930524448
20170914,0.005908583858467127
20170915,0.25232304730212385
20170918,-0.1272691133301246
20170919,-0.09121434029379347
20170920,-0.29755156214265616
20170921,-0.07627215391241504
20170922,-0.5098093092144678
20170925,-0.970701348323418
20170926,-1.2174269450533388
20170927,-1.0226463612957235
20170928,-0.7153277273306984
20170929,-0.5869729495865181
20171009,0.27509802556996454
20171010,0.6545571925985684
20171011,0.3732431308396085
20171012,-0.6170683838168511
20171013,0.16006138830988817
20171016,1.0291509446945584
20171017,-0.9235722525585491
20171018,-0.7440123338549118
20171019,-1.1753834723673364
20171020,-1.4337362723246312
20171023,-1.1070544340164756
20171024,-0.897871452940102
20171025,-1.093539454880623
20171026,-0.6260395160892784
20171027,-1.1803147912988494
20171030,0.0925975762680216
20171031,-1.3631836832685977
20171101,-1.187373619827016
20171102,-0.8521551177027675
20171103,-0.9470019034008491
20171106,-1.3027674237226725
20171107,-0.7596611293783879
20171108,0.3551883234699148
20171109,0.0712811796091969
20171110,0.12573680757815411
20171113,-0.1320175873222644
20171114,0.073314302917713
20171115,-0.4315697271752954
20171116,-0.7800204997433358
20171117,0.8663371182445201
20171120,-0.6333604162251066
20171121,-0.13173646844050946
20171122,0.2959429691523665
20171123,-0.13474198441895274
20171124,-1.2614535750173972
20171127,-1.0595177639740898
20171128,-0.8475441375121097
20171129,-1.074273940021753
20171130,-1.3104110270449272
20171201,-0.21762015920351668
20171204,-0.8426142182031543
20171205,-0.5709380442703441
20171206,-0.326937815868885
20171207,-0.8820041506370733
20171208,-0.8192767574692784
20171211,-0.2845267717381713
20171212,-0.7504266070270302
20171213,-1.6056462197481496
20171214,-1.284889846232374
20171215,-0.9210043683381253
20171218,-1.6081794892894818
20171219,-1.3065334222680793
20171220,-1.1903553239927802
20171221,-0.7931915149910744
20171222,-0.7950165789898406
20171225,-0.5553155729583764
20171226,-1.451846068898316
20171227,-1.146818515945001
20171228,-0.812995997105554
20171229,-1.244119927420291
20180102,-0.770625207445417
20180103,0.6759751859712442
20180104,-0.5029971521685249
20180105,-0.3324798219003776
20180108,1.10118287967706
20180109,-0.1453038549883147
20180110,0.5050603781209883
20180111,1.5413715092108502
20180112,0.3404982476842033
20180115,1.4580099561482767
20180116,-0.4185982023090503
20180117,1.3209520867945872
20180118,-1.014810127072842
20180119,-0.1162073104996274
20180122,2.802795469517683
20180123,0.374057649852522
20180124,5.128284146943693
20180125,4.472118618075254
20180126,1.5103971030567063
20180129,2.1296255412660217
20180130,1.0786739188583483
20180131,1.6735228268901323
20180201,1.096163945729061
20180202,1.0600698757151963
20180205,0.07139611278460382
20180206,1.5874326861842185
20180207,1.9559156303696876
20180208,0.7707253082260062
20180209,1.6013101588232248
20180212,0.46788398181980406
20180213,0.04537054335301342
20180214,-0.9795745750811015
20180222,0.08805663108539719
20180223,-0.35637271900060813
20180226,1.2256208434740912
20180227,1.6920003094970895
20180228,1.444313638910244
20180301,1.5687038570011462
20180302,1.1302370708716616
20180305,0.15402136545704295
20180306,0.8058504089970039
20180307,-0.11708940002962656
20180308,-0.40885602048496933
20180309,2.576220544805121
20180312,2.287248940047105
20180313,1.3164463389929617
20180314,0.3619225190630317
20180315,0.46104096164017927
20180316,0.370047592069742
20180319,0.6640049320065629
20180320,0.14973141735008275
20180321,0.9235596733087988
20180322,0.09843117224204886
20180323,1.5359027681578847
20180326,0.5323695859208315
20180327,1.7059801583925196
20180328,1.2127636530041295
20180329,0.44211020753266733
20180330,1.424449052559166
20180402,1.2317352325914563
20180403,0.44766397932166124
20180404,-0.4257433155997575
20180409,-0.5951837479429356
20180410,-0.25332091045339855
20180411,-0.6772729097634456
20180412,-1.3156512784472176
20180413,-1.2251530553488026
20180416,-0.22781200654084344
20180417,-0.022371442844163085
20180418,0.597270427310402
20180419,-0.49439278923975494
20180420,0.03577253296011235
20180423,-0.02634731927889979
20180424,-0.11748362147548237
20180425,-0.5041953666537016
20180426,-1.0814844058388284
20180427,-0.6120752662856239
20180502,-1.0451244765632721
20180503,-0.23460401619815244
20180504,-1.3576370774235023
20180507,-0.7417025961311023
20180508,-0.9636298639681659
20180509,-1.4568948931618708
20180510,-1.181886576523666
20180511,-1.2716513403419254
20180514,-0.847381411596705
20180515,-1.0362833305500299
20180516,-1.519628502454511
20180517,-1.7968443249088466
20180518,-1.4333152104081404
20180521,-0.40191019651306303
20180522,-1.2376934448715184
20180523,-1.0243980434159439
20180524,-1.227602599098393
20180525,-0.6805126727090122
20180528,-1.184888523950357
20180529,-1.396226055175177
20180530,-0.5554024895694673
20180531,-1.0577860115196331
20180601,-1.480908859095028
20180604,-1.037758005697786
20180605,-0.7943732515165345
20180606,-0.6878355912143054
20180607,-0.8992242091328655
20180608,-0.993370243179557
20180611,-1.5179025364245666
20180612,-1.1703051668678779
20180613,-1.3818291953761996
20180614,-1.1732226806012274
20180615,-0.897725109858793
20180619,0.24157238751994212
20180620,-0.5295504000338738
20180621,-0.6204998061875651
20180622,-0.9886226291908389
20180625,-1.1908680131175375
20180626,-0.49847899554316355
20180627,-1.1756496622164416
20180628,-0.46789792101292754
20180629,0.5137697495615776
20180702,-0.1572042777925002
20180703,0.902257818041167
20180704,-0.048171304625609854
20180705,-0.7690537712543593
20180706,0.8893249950848157
20180709,0.17399215591693082
20180710,-0.3141933254952088
20180711,0.56905899734387
20180712,1.2580463063373284
20180713,-0.04657391938507467
20180716,-0.11261400719902562
20180717,-0.1331697998226486
20180718,0.6796995499691005
20180719,-0.005072120429915923
20180720,1.0592646035642825
20180723,1.7308313225783596
20180724,2.6383907081244917
20180725,1.5600050668210255
20180726,0.9235206494232895
20180727,-0.6653743306237948
20180730,-0.4543199645856804
20180731,-0.6927896079942176
20180801,-0.4068109533285656
20180802,1.4109849602377837
20180803,-1.3439818944215496
20180806,-0.5902238434739432
20180807,-0.4199461988494573
20180808,-1.0030181279712898
20180809,0.5483612461876892
20180810,-1.3684579430582138
20180813,-0.2007326753407786
20180814,-1.8935010210662426
20180815,-0.844448131220763
20180816,-0.751556780007889
20180817,-1.5147852656407028
20180820,-0.7526982627747387
20180821,-0.959206103357213
20180822,-2.0680404282255407
20180823,-1.203516085373343
20180824,-1.7024805787987716
20180827,0.17788867178201048
20180828,-0.926592337933795
20180829,-1.5973141496143903
20180830,-1.3393646415927702
20180831,-1.3407343219862977
20180903,-0.8013257162521182
20180904,0.07144376364232798
20180905,-0.37450984388048986
20180906,-0.496459354934835
20180907,0.14593661040245348
20180910,0.2769226685883755
20180911,-0.8820246946616734
20180912,-0.7811604758407193
20180913,-0.5713759792062059
20180914,-0.26402665247677537
20180917,-1.1455563853172521
20180918,-0.8362740959705215
20180919,0.284665748390507
20180920,-1.6105756923350532
20180921,-0.48175824588758664
20180925,-1.9026393449241268
20180926,-0.3683467992023139
20180927,-0.4925979248567949
20180928,-0.544227499174403
20181008,-0.84883266557437
20181009,-1.4877932912039349
20181010,-1.5706174775136221
20181011,0.8298972785338736
20181012,0.6863609382623571
20181015,-0.8208458187380396
20181016,-0.872045109814504
20181017,0.7272613565422136
20181018,-0.15287184385749153
20181019,1.1975414539376381
20181022,3.5687622827229943
20181023,1.6016790434862822
20181024,0.9629896991192989
20181025,0.8157977640823222
20181026,-0.07935818580588841
20181029,0.0006385103667438821
20181030,1.3750793561611083
20181031,0.1997256388147388
20181101,2.680075932733887
20181102,3.6709655214217127
20181105,2.509347968202428
20181106,0.5516263424512277
20181107,0.8502458733049293
20181108,-0.09513807712647514
20181109,-0.6289483709795288
20181112,1.5893264475519409
20181113,3.255464346101917
20181114,1.5193168216584052
20181115,1.4179513786906757
20181116,1.606262702897601
20181119,0.4477998190647329
20181120,0.633461699992875
20181121,0.02818467561153784
20181122,-0.6810181141333813
20181123,0.3573233415177387
20181126,-1.189669105427192
20181127,-0.7422657351848797
20181128,0.5166125382636672
20181129,-0.002666350635237081
20181130,-0.6663233772610705
20181203,1.1981703854539199
20181204,-0.5588992344970044
20181205,-0.3179042647311873
20181206,-0.14813516904236973
20181207,-0.9330895357172189
20181210,-0.6652847174060993
20181211,-1.3563344411354215
20181212,-1.1877526036717034
20181213,-0.5116943522693469
20181214,-0.4735368048463256
20181217,-1.0194860344279097
20181218,-0.940592807820075
20181219,-1.1186101290247379
20181220,-1.1408146117597755
20181221,-0.8342081786097647
20181224,-1.1420960325877463
20181225,0.059036765326752894
20181226,-1.0722093930620367
20181227,-0.22846638380246032
20181228,-0.32256976738674675
20190102,-0.6728707671354395
20190103,-0.5809469526336982
20190104,0.6698575591375153
20190107,0.2178913829238916
20190108,-0.47455764361723923
20190109,0.23095514391789787
20190110,-0.417090441934846
20190111,-0.6353503123295245
20190114,-0.9002037293753321
20190115,-0.03852967806037274
20190116,-0.3378151810486419
20190117,-0.6597926239727333
20190118,-0.33125248772935456
20190121,-0.1702623774340936
20190122,-0.565228110873747
20190123,-1.2310528497625022
20190124,0.0771262037806449
20190125,0.22099719375572918
20190128,-0.2574841702788412
20190129,-0.05395407634057914
20190130,-0.23387294972178002
20190131,0.4310591454957185
20190201,1.0826576390619098
20190211,1.4892285498249676
20190212,1.4308551908157716
20190213,3.2524751367317255
20190214,1.7908233601217336
20190215,1.8898637460806487
20190218,3.3251981463463713
20190219,3.4148169594482702
20190220,1.2107387817416135
20190221,3.899293313200208
20190222,3.3843966829669863
20190225,4.3542200310979755
20190226,4.663923223636827
20190227,2.644149809257341
20190228,1.3397285794926035
20190301,1.7139521448274213
20190304,3.176577149602489
20190305,2.337232363366767
20190306,2.590216280997073
20190307,2.5387087886418938
20190308,2.981667885999765
20190311,1.9210019127080284
20190312,2.65144724924375
20190313,1.674028144765071
20190314,1.0505826327465677
20190315,0.4768387025589527
20190318,0.4945274547092699
20190319,0.3999946769958678
20190320,0.4567710951825506
20190321,0.9046937749935499
20190322,0.0783894540625361
20190325,0.10750340385225433
20190326,0.2217297762220237
20190327,-0.17848853321722408
20190328,-0.35244855533820685
20190329,0.3238421588126988
20190401,0.806495578271274
20190402,0.8445463874485307
20190403,0.2615468089295528
20190404,0.3006344100191937
20190408,0.46280939273938554
20190409,-0.1296190677275087
20190410,0.2110407684936199
20190411,-0.22968409736922782
20190412,-0.7014904492760538
20190415,-0.37247949714069467
20190416,-0.18807504029815605
20190417,0.1330813700973636
20190418,-0.47047629312166334
20190419,-0.4803032399672616
20190422,-0.40338915463053693
20190423,-0.8281568365158042
20190424,-0.7066680597013405
20190425,-0.620127778388749
20190426,-0.9159646056200421
20190429,-0.39265204640017565
20190430,-1.1571310951827947
20190506,-0.39387182147943683
20190507,-0.8875526382997658
20190508,-1.3340316594410613
20190509,-1.5210538365435664
20190510,-0.5913704682309567
20190513,-1.3841572327150482
20190514,-1.3686174407595295
20190515,-1.248856785796826
20190516,-1.3689834073369473
20190517,-0.969367992078958
20190520,-1.1627149272235746
20190521,-1.2604301220350786
20190522,-1.33753504775527
20190523,-1.173877637466912
20190524,-1.173525744062374
20190527,-0.7382291144966272
20190528,-0.9819339506980986
20190529,-1.3025979021614722
20190530,-1.199685566146534
20190531,-1.2837038338572162
20190603,-1.1028769301678232
20190604,-1.274470615529324
20190605,-1.1347267833162547
20190606,-1.0820849765987588
20190610,-1.1799280155963219
20190611,-0.028983133793574815
20190612,-0.8338093508157542
20190613,-0.9435527887906592
20190614,-0.820166595952916
20190617,-1.4670100965145123
20190618,-1.5452648873651869
20190619,-0.08826466468658874
20190620,0.26545847458877475
20190621,0.7663123885270353
20190624,-0.683204840677799
20190625,-0.5631938848674625
20190626,-0.9750675266924533
20190627,-0.5260455084042819
20190628,-1.0376781611243566
20190701,0.9785872042601106
20190702,-0.23557117046180812
20190703,-0.6681192573221332
20190704,-1.0998685661227718
20190705,-1.5803691369992514
20190708,-0.23122243679315133
20190709,-1.2842971575450715
20190710,-1.5161901048624715
20190711,-1.4533675932484358
20190712,-1.3237688086450228
20190715,0.9773987019750022
20190716,-0.5873040920305751
20190717,-0.12328273871095244
20190718,-0.40449523207888544
20190719,-0.5955360116733087
20190722,-0.3856672961402164
20190723,-0.9391515968345627
20190724,0.7439696645875108
20190725,0.17937404087288816
20190726,-0.767381187051183
20190729,-0.21651515244530264
20190730,1.127837514055871
20190731,-0.5185232355220541
20190801,-0.27369557833990144
20190802,0.9374900742042064
20190805,1.0151233545050107
20190806,1.858982603761152
20190807,-0.1455404692212157
20190808,-0.49302464212354874
20190809,-0.10875377040342489
20190812,0.42708286806320633
20190813,0.06058949214198181
20190814,1.3488302703669321
20190815,1.8096569504051576
20190816,2.760008850168825
20190819,4.3425443010425
20190820,2.529926556312394
20190821,1.0106156450557877
20190822,0.8672076258284832
20190823,1.0649771854207304
20190826,0.7640851848042459
20190827,1.5032390450535908
20190828,0.21839363764918823
20190829,0.0991597180275186
20190830,1.3397957456492802
20190902,1.4503539900258255
20190903,1.6965236219670796
20190904,1.7116960955817446
20190905,3.588385829533823
20190906,1.6043279712998249
20190909,2.5318355693498567
20190910,1.7935918535006372
20190911,0.8176014903535133
20190912,0.24207083690019568
20190916,0.5693892077155883
20190917,0.7162633665236355
20190918,0.31029111365074086
20190919,0.16356931558936177
20190920,0.44680199648197744
20190923,0.5403107462478162
20190924,1.0993533559068625
20190925,0.9418282114293993
20190926,0.9152667698250583
20190927,0.12420600629144969
20190930,-0.2914555971113141
20191008,-0.15239108043613697
20191009,-0.4280874794448369
20191010,0.4654541192273085
20191011,0.7509119009639058
20191014,0.5988681378728425
20191015,0.9095657805117658
20191016,0.3886526136970998
20191017,-0.5985992853179579
20191018,-0.050539633067594264
20191021,-0.8689833712737401
20191022,-0.6380161285051895
20191023,-0.9937741159097009
20191024,-1.2144089962010287
20191025,-0.8385781592181354
20191028,0.9255223136643786
20191029,0.5780381726498471
20191030,-0.7675609384120541
20191031,-0.8934993052056001
20191101,-0.8000329460381381
20191104,-0.25757888642196025
20191105,-0.03613702068563747
20191106,-0.30509082598520204
20191107,-0.1026978549675979
20191108,0.5822490081695367
20191111,-0.36084788452754496
20191112,-0.6813545228430243
20191113,-1.3503205776971325
20191114,-0.7196320670810438
20191115,-0.007212913123393335
20191118,-0.9939464845714232
20191119,0.008236281452613566
20191120,0.8579910664010107
20191121,-0.9056377915316798
20191122,1.2831020686801031
20191125,-0.46318602012564775
20191126,-0.452862573479115
20191127,-0.6650602077515259
20191128,-1.3755669680650182
20191129,-1.310502651678355
20191202,-0.9930647099711053
20191203,-1.0919183306804188
20191204,-1.2070488268916302
20191205,0.3742301606505349
20191206,0.06550719413329237
20191209,0.495673122473171
20191210,0.9601651894740233
20191211,0.5725240935758008
20191212,0.4726217993157208
20191213,2.7025900052877687
20191216,2.702221678753522
20191217,3.1528434591350054
20191218,2.1065238467565206
20191219,0.6014477155110258
20191220,0.4450651627173531
20191223,-0.07996808859529933
20191224,-0.738112926099734
20191225,0.14096319197450893
20191226,-0.2596888744967309
20191227,1.0909343116329613
20191230,0.7858715417037537
20191231,-0.19682539318663517
20200102,2.7987248610966033
20200103,1.3185087057979512
20200106,2.6478547234224634
20200107,1.8056220962237461
20200108,1.7311509344274452
20200109,1.624688937545761
20200110,0.7141445394397884
20200113,1.0015735079719803
20200114,0.9556404220639583
20200115,0.3888873356499605
20200116,-0.3525677527095959
20200117,-0.21112714906659216
20200120,1.2141359319088254
20200121,0.8787034010586855
20200122,1.963090455263386
20200123,2.194480350264036
20200203,-0.4713131714277708
20200204,2.6119172222521003
20200205,2.2375583036872744
20200206,2.893250226546417
20200207,2.7151092695506454
20200210,2.143803112463588
20200211,0.9254695513050661
20200212,1.6753551127322275
20200213,1.4965886978254574
20200214,1.3897905095472518
20200217,1.559949267408069
20200218,1.3626284057565825
20200219,1.5064454771956242
20200220,1.6040284982848747
20200221,2.7068045061937167
20200224,2.4042989548001064
20200225,2.859789934341683
20200226,2.411872258125986
20200227,1.5097291859742012
20200228,1.8299230295972229
20200302,1.0077697705658735
20200303,1.3380566998285526
20200304,0.6185848126980449
20200305,0.9750849712286658
20200306,-0.3346023092199103
20200309,0.6817887663073001
20200310,0.5670066788479142
20200311,-0.10388219910015217
20200312,-0.3855472207031745
20200313,0.34136371073680083
20200316,0.8906147065708724
20200317,-0.04737963792017906
20200318,0.05787027308248573
20200319,-0.0613455637390866
20200320,-0.7862247984541794
20200323,-0.7563469097694274
20200324,-0.6148616681032522
20200325,-0.4067036530735604
20200326,-1.5170222360037864
20200327,-1.3685936077066714
20200330,-1.251969406870597
20200331,-1.8575986293090634
20200401,-1.463997446123857
20200402,-1.269017039051604
20200403,-1.5854802517850288
20200407,-1.144140383783644
20200408,-1.2325121813484514
20200409,-0.8872149256416614
20200410,-0.8871440678368213
20200413,-1.5873738402029238
20200414,-0.9306947115783141
20200415,-1.0949060850390162
20200416,-1.3869871557600384
20200417,-0.7262533000914374
20200420,-1.4605752304593764
20200421,-1.306778574155251
20200422,-1.5840589303200245
20200423,-1.4449943448954867
20200424,-1.3819661804137546
20200427,-1.466404115706754
20200428,-0.6869583407712869
20200429,-1.2776314070954227
20200430,-0.45124479434747483
20200506,-0.5048916257610438
20200507,-0.9515028075038334
20200508,-0.8692105184856823
20200511,-0.8472086913636219
20200512,-1.2073771643805777
20200513,-1.1416874416369656
20200514,-0.8181041018841867
20200515,-0.8280444320341374
20200518,-0.36120842569572903
20200519,-0.7800196021323013
20200520,-0.6860201412447058
20200521,-0.8187942471818017
20200522,-0.8639368651349739
20200525,-1.2384132905319187
20200526,-0.896780960558107
20200527,-0.775640323596849
20200528,-0.9643826322729664
20200529,-0.9870637254668913
20200601,0.9574314332726517
20200602,0.6997221716480322
20200603,0.5757261850709681
20200604,-0.24407064419583693
20200605,-0.5392464608575211
20200608,-0.23358526540553476
20200609,0.06842664479348061
20200610,-0.23953401913058855
20200611,1.455971004789735
20200612,2.404426490025886
20200615,3.4077481052847434
20200616,2.4039300516935787
20200617,2.138489228782065
20200618,2.678736864884179
20200619,2.386912904243099
20200622,2.458919008285898
20200623,1.9179032706709487
20200624,1.3074284964073275
20200629,1.3967767071932409
20200630,1.6061971200562375
20200701,1.559602497899739
20200702,2.268172647938072
20200703,2.553897648016657
20200706,3.155862856814469
20200707,3.0591675451722393
20200708,1.981123105158151
20200709,2.7752330335492914
20200710,1.906926300310788
20200713,1.8089412401824199
20200714,2.0719867831858463
20200715,1.8167270176554788
20200716,1.887928794260608
20200717,1.0752203020781097
20200720,0.6698642623030341
20200721,0.13368497260377293
20200722,0.3925661853822248
20200723,0.7245204040344353
20200724,1.1399678564906368
20200727,-0.28352266464475595
20200728,-0.49546461078695986
20200729,0.5778050804168328
20200730,0.2616555812569576
20200731,0.4313680726961281
20200803,0.6171720437440685
20200804,-0.027594110682088335
20200805,-0.23198919292837067
20200806,0.06140203071186742
20200807,0.17402909722914775
20200810,-0.42086968099447963
20200811,-0.5381240925925153
20200812,-0.17831830839009863
20200813,-1.114801117016644
20200814,-1.2211720360002074
20200817,-0.4845695548964946
20200818,-1.1128777794962768
20200819,-0.9270291681045847
20200820,-1.0569813327377209
20200821,-0.7003031653033672
20200824,0.03363029125290029
20200825,0.26556895444248485
20200826,0.10352114472791608
20200827,-0.3040469554991645
20200828,-0.38816281282249787
20200831,-0.31179096135193624
20200901,-1.1819568309483015
20200902,0.6188572032108572
20200903,-0.43946810081092635
20200904,-0.9437669005768069
20200907,0.6383901366729674
20200908,0.2519096771812446
20200909,0.47351487830536804
20200910,0.18452165939192908
20200911,-1.3158383696268545
20200914,-0.5335804614100912
20200915,-0.8476066342814309
20200916,-1.351417565771327
20200917,-1.1591267271575818
20200918,-0.6464137506781946
20200921,-1.253167249887594
20200922,-1.5914946501889853
20200923,-1.4347163459450252
20200924,-1.1638003548462634
20200925,-1.7344461534656999
20200928,-1.928895801882198
20200929,-1.812357874307267
20200930,-1.830526440242903
20201009,-0.9275776701426858
20201012,0.19814965259794198
20201013,-0.6432583815475874
20201014,-0.9471615280893715
20201015,-1.480319696191156
20201016,-1.8053679800760345
20201019,-1.4625846082379403
20201020,-1.2618374823567553
20201021,-1.4805588610522584
20201022,-1.7743740714966183
20201023,-1.5494865144202379
20201026,-1.51750949431648
20201027,-1.6124445581576856
20201028,-0.698673321827603
20201029,-0.7492499325226095
