,ma_score,voltility_score,volume_score,bin
2017-07-18,-2.0354900133929075,1.4266854768479502,0.36848532608992873,0
2017-07-19,-0.8336804998449782,2.151611511000469,1.239342321615666,0
2017-07-20,-0.4621360736026647,1.8080007525906683,1.222801987075259,0
2017-07-21,-0.20880738062981807,1.641962099863802,0.2776458266897018,0
2017-07-24,-0.25687899116747026,1.4230462114908413,0.2570114052005808,0
2017-07-25,-0.4484987617986462,1.375258364637448,-0.08157241801844879,0
2017-07-26,-0.5529723444617328,1.298675445377746,0.34899280290307866,0
2017-07-27,0.36976095745085186,1.6151267725130871,3.5289530540954925,1
2017-07-28,0.4900631192422918,1.5172635541438593,1.5129158388594672,1
2017-07-31,0.6718794760824011,1.4696487493721986,1.3608062890726424,1
2017-08-01,0.6158434803661245,1.3748757033304109,1.7859724098535343,1
2017-08-02,0.38392688227902044,1.2387530913012603,2.1751177726335382,1
2017-08-03,0.29773967413904484,1.1917533503291384,2.115808264996686,1
2017-08-04,-0.21426923551095237,1.255414997864609,1.2771047155250543,0
2017-08-07,0.30151908718139175,1.1299188431529401,-0.07979140638685621,0
2017-08-08,0.6888098097623909,1.1159556465949234,0.9362049788362315,1
2017-08-09,0.7793584816050181,1.0848227329644775,0.6652527980337094,1
2017-08-10,0.5715392920374158,1.048356360929897,0.510214796132691,0
2017-08-11,-0.05662920007100207,0.9869354520944634,0.534698136178768,0
2017-08-14,1.4777315611994633,-0.08198680112578768,1.6891294186776054,1
2017-08-15,1.7882488664165697,-0.11824261928224912,0.748472101525549,1
2017-08-16,1.8502443131037825,-0.6048141687910124,2.209259082562322,1
2017-08-17,1.519466505148437,-0.609817753964613,1.293179439551934,1
2017-08-18,0.6573674436268254,-0.588680074712486,0.43999687584479025,2
2017-08-21,0.7080937325195725,-0.59657220690844,0.27230010291968326,2
2017-08-22,0.5103937042404989,-0.6392040947339138,0.5569450703090417,2
2017-08-23,0.15012822051447128,-0.6733854729346054,0.16342912631846776,2
2017-08-24,-0.45338077416211486,-0.9049926676529084,-0.014756152574556808,3
2017-08-25,0.22840588690350613,-0.7704580134895026,-0.12588602755696257,2
2017-08-28,1.35247170986297,-0.47443846788783656,2.143741540647661,1
2017-08-29,0.7610790972474841,-0.4004122294476605,0.8175177231910953,1
2017-08-30,0.7963741846280168,-0.4887514971098452,0.48298281555974687,2
2017-08-31,0.7760607279230423,-0.5171413048706777,-0.3026196739814154,2
2017-09-01,1.170609947597454,-0.7638259621887946,0.9018753122055343,1
2017-09-04,1.4667488862720952,-0.7217009004549617,1.4704705713933568,1
2017-09-05,1.2665254009106675,-0.7197814030651776,0.8235528263071056,1
2017-09-06,1.1396654473567647,-0.6941827877193603,1.5104935812331015,1
2017-09-07,0.4537568716089365,-0.5417239541642227,1.6697790943914999,1
2017-09-08,0.24120297083653308,-0.6403350437754345,0.10367601811443751,2
2017-09-11,0.9438763962885776,-1.3704957128062951,0.3021412211282066,2
2017-09-12,0.29289465519774155,-1.132168035421745,2.3863051756307008,1
2017-09-13,0.4976321852714403,-1.1627115887442507,0.22195451661901797,2
2017-09-14,-0.19598411983439606,-0.9908872698751577,0.405624625563136,2
2017-09-15,-0.5327844058494956,-0.9511663654723295,0.37702806236682235,3
2017-09-18,0.09392845830517586,-0.8624754388559154,0.2080039192537174,2
2017-09-19,-0.9352932681011672,-0.6261994795810298,0.19355437051647054,3
2017-09-20,-0.26602822783707525,-0.5761660929001642,-0.021554483526645116,3
2017-09-21,-1.3970828849952526,-0.5836194702317989,0.23491356603372762,3
2017-09-22,-2.0133376347655165,-0.6357797080265113,-0.6364842151213794,3
2017-09-25,-2.3788242356283207,-0.7022322978958654,-0.9331321041228808,3
2017-09-26,-1.8847028855399095,-0.713082296511213,-1.3860201522095026,3
2017-09-27,-1.025610157108642,-0.6306552477865154,-1.0987078398077363,3
2017-09-28,-1.0542678281900986,-0.6349433274765788,-1.092654581677274,3
2017-09-29,-0.6386954308248024,-0.7162060975887903,-0.9217079631968355,3
2017-10-09,0.040539776974540254,-0.8345508469989587,-0.26261792489467534,2
2017-10-10,0.47200379176966306,-0.7531867221387022,0.12250813250337417,2
2017-10-11,0.47646829967473575,-0.8121825399160189,0.6563124057898336,2
2017-10-12,0.1957087571608953,-0.9007139176323951,-0.8488728156815166,2
2017-10-13,0.9822842433125131,-0.7108425082366945,-0.5042164186214209,2
2017-10-16,0.21317282765155965,-0.6381590705934843,0.4830721972232409,2
2017-10-17,0.1181811776254388,-0.6928458509542763,-1.092040798635598,2
2017-10-18,0.06950059658934048,-0.6950593719441985,-0.8054698741212818,2
2017-10-19,-0.6596062769285483,-0.6567582641564585,-0.7326463383560905,3
2017-10-20,0.018873684244358837,-0.48414318096925807,-1.2744624974070224,2
2017-10-23,0.6651161198477324,-0.48946569353373687,-1.0272786869999357,2
2017-10-24,0.6647200175910245,-0.6519573597715067,-0.9583867250530302,2
2017-10-25,0.9814384169573305,-0.6721894010299949,-1.2298689156097584,2
2017-10-26,0.6098399610254811,-0.7845380284947728,-0.5461259186934329,2
2017-10-27,-0.09493603240964188,-0.7290632962774859,-0.8347396919623552,2
2017-10-30,-1.3823147061446421,-0.6797701079458525,0.5037411257236961,3
2017-10-31,-0.41121076446954885,-0.4293715028806297,-1.0685863050136972,3
2017-11-01,-0.5778348660386032,-0.4993660441148831,-0.9357707966858725,3
2017-11-02,-1.629141198874229,-0.33791052753211653,-0.7228469458983127,3
2017-11-03,-2.0245885413522906,-0.20211124627319466,-0.8399648209220592,3
2017-11-06,-1.1079709245811373,-0.011949985775275342,-0.8034051936180222,3
2017-11-07,-0.5077875006537248,-0.022623238769872777,-0.5742637728283588,3
2017-11-08,-0.26134067160537755,0.03456633297756865,0.1302104150491145,3
2017-11-09,0.41934125102684594,0.2705461972026023,-0.5041952583186887,2
2017-11-10,1.139604723924775,0.3650198433744718,0.2609503711393472,1
2017-11-13,1.1010918252481368,-0.08834489789121282,0.4853978397189931,1
2017-11-14,-0.0408406572590172,0.6417535261601129,0.25023809339108605,0
2017-11-15,-1.6338439731425147,1.7992756594286312,-0.2907305074109321,0
2017-11-16,-1.1210260789905653,1.5687457619323666,-0.4067460515338727,0
2017-11-17,-2.0667924364900645,2.715250421486743,0.6975548989219637,0
2017-11-20,-0.5831719132899476,3.4271918357958415,-0.44915010326206906,0
2017-11-21,0.04573885560845353,2.9978377521750805,-0.07856825952638236,0
2017-11-22,-0.32181299362469384,2.6220954169339015,-0.0683524655477441,0
2017-11-23,-2.1841946252322595,3.303209841523678,-0.17810791478479968,0
2017-11-24,-1.8884718510452112,2.8050718078560135,-1.2936677932764737,0
2017-11-27,-2.1142049254748105,2.6343971566038196,-1.1620596744710823,0
2017-11-28,-1.1558577855284526,2.4064426333371935,-1.3926083386668722,0
2017-11-29,-0.8737127352655385,2.18213460639661,-0.8686736962445144,0
2017-11-30,-1.234275347211084,2.061314503053197,-1.279538750600705,0
2017-12-01,-0.6236628823592331,1.994860364224382,-0.3779238198419983,0
2017-12-04,-0.5620703788437649,1.7982389403562822,-0.5947238043111451,0
2017-12-05,-1.0365005443001054,1.7665983774465857,-0.34654499621527707,0
2017-12-06,-0.6511212163088942,1.6837880265781393,-0.5409557802823172,0
2017-12-07,-0.8636028970408698,1.5442148945179413,-0.8693979040457551,0
2017-12-08,-0.19575308407164335,1.5172991628005559,-0.4498146011220697,0
2017-12-11,0.6712371996629151,1.536664510810148,-0.027032410519080657,0
2017-12-12,0.31560573243765166,1.4538443305080957,-0.047096326009624025,0
2017-12-13,0.6643696336993367,1.3391152080059736,-0.3511332338886884,0
2017-12-14,0.2528164450691627,1.273362129011946,0.0073913110011389555,0
2017-12-15,-0.19287398097934697,1.0724308751005702,-0.44568056695672725,0
2017-12-18,-0.2545498923004327,0.7510451351688805,-1.3812049716222643,0
2017-12-19,0.40758543222243654,0.702562432933519,-1.0974868545547536,0
2017-12-20,0.2453513045064761,0.6902054201524358,-0.887877214909711,0
2017-12-21,1.0055028538893722,0.293505393176157,-0.3907368382338017,2
2017-12-22,0.5621110881101702,0.2898321753175387,-1.0262295556508065,2
2017-12-25,-0.49231199761367095,0.16094740964706328,-0.42672733294364,3
2017-12-26,-0.18616045013783006,0.01816546615352468,-1.0606456991390494,3
2017-12-27,-0.9245242521607495,0.04437473625798801,-0.909557404578119,3
2017-12-28,-0.532901074111667,-0.04288583056515891,-0.8974492330812841,3
2017-12-29,0.27789814201232044,-0.14272168369099628,-1.430525152128143,2
2018-01-02,0.9038860236564157,-0.13338809173703153,-1.0051081728760676,2
2018-01-03,1.7128992358799884,-0.23323174292834245,0.2542803309192664,2
2018-01-04,1.4073670296553056,-0.2697609101378339,-0.6412587522603205,2
2018-01-05,0.9005152901245512,-0.3264669295974472,-0.5414772175177525,2
2018-01-08,0.9357667676958598,-0.47456435891122273,0.34482954127306326,2
2018-01-09,0.7958244820876913,-0.6247181819434683,-0.7816414662970325,2
2018-01-10,0.17697593386735277,-0.6572662383482824,0.12264112916463574,2
2018-01-11,0.7056779390503527,-0.6928021104477072,1.234165073354522,1
2018-01-12,0.3959434055654729,-0.7341585404181455,1.273869085319734,1
2018-01-15,-1.3986742577489613,-0.3252864541341162,1.4152225592299048,3
2018-01-16,-1.2309634038453852,-0.3444260189494622,0.4262242517225067,3
2018-01-17,-0.9469320416917081,-0.3874844696086831,1.7037710901295615,1
2018-01-18,-0.6557694783702321,-0.44231580555678984,-0.8118598578207171,3
2018-01-19,-0.5508642690181963,-0.5869867746498708,0.1633300966875513,3
2018-01-22,0.7493387568616232,-0.2892417223673132,0.7988993134070288,1
2018-01-23,0.7708626126473681,-0.46429698497638605,-0.48650175897137,2
2018-01-24,1.124562550570053,-0.4354013615845779,2.40387015303933,1
2018-01-25,0.8068392533890281,-0.5363315642413418,2.3871323095376455,1
2018-01-26,0.3867175687660638,-0.5498139620677016,0.1542326292153026,2
2018-01-29,-0.5989079548871994,-0.40576363060438947,0.7748690286386821,3
2018-01-30,-0.652598092961822,-0.43935054651962374,-0.46512426446708377,3
2018-01-31,-1.5049417541170096,-0.519894888736404,0.780778998840333,3
2018-02-01,-2.1051999845494516,-0.1674730518593193,0.9539519366241243,3
2018-02-02,-1.2179400496226636,-0.00035981434301722337,0.5113122778793799,3
2018-02-05,-1.3118709493049139,-0.011797915106351677,-0.88903873589974,3
2018-02-06,-2.3408456487923934,0.37415012894883615,0.7696720531497471,3
2018-02-07,-1.715070581188953,0.5285652084566406,0.8199193483081422,3
2018-02-08,-0.8559312590971807,0.789540249271839,-0.3215566121394296,0
2018-02-09,-1.3312632496788024,0.7616771471765403,0.7561362934844567,0
2018-02-12,-0.13443076901581735,0.8858964523793492,-0.20911850525033462,0
2018-02-13,-0.08501615898452604,0.8722904415300872,-0.7171344333826557,0
2018-02-14,0.022150289085424955,0.8397965514745875,-2.1024658572019312,0
2018-02-22,0.5574193148955093,0.8381800208010001,-1.062641203934524,0
2018-02-23,0.43416352736728736,0.826627621004045,-1.193364069419545,0
2018-02-26,1.2515921266340333,0.8785312446429253,0.8486356044340166,1
2018-02-27,1.1124414033849748,0.8657515855245315,0.7907168012766511,1
2018-02-28,1.1392548457484037,0.9227721909025639,1.0788543952000467,1
2018-03-01,1.4129342755386913,1.1331404518648975,1.2297217037729007,1
2018-03-02,0.9254657650672791,1.1378513757444626,0.6730352934842785,1
2018-03-05,1.0145517729746336,1.0071393641660922,-0.1994982751976907,0
2018-03-06,1.0202027745227775,0.9868946357700651,0.8307784689199842,1
2018-03-07,0.6570970299498452,0.9696756126405076,-0.23539157648943337,0
2018-03-08,0.6856791127394932,0.61848658859574,-0.7037731227573264,0
2018-03-09,1.1243800233265722,0.7567869570644834,2.1371304346376085,1
2018-03-12,1.2815042058020283,0.7767178029274302,2.4649410754253025,1
2018-03-13,0.9123421865419489,0.35681229514656415,0.8227342570983069,1
2018-03-14,0.4609360081286236,0.07188031311632187,-0.03926728266558009,2
2018-03-15,0.3733824546310915,-0.052695539603355324,-0.1293923392623775,2
2018-03-16,-0.2438334000650342,0.18186486623221232,-0.25131819323116306,3
2018-03-19,-0.20718775214728719,-0.16079361450669535,-0.42514754850011816,3
2018-03-20,-0.1257652571849622,-0.16934418384652908,-0.5905341843823467,3
2018-03-21,-0.7670803402241668,0.013852890180084551,0.1298701364646526,3
2018-03-22,-1.1376943780526447,0.08515637449091758,-0.38529159850025035,3
2018-03-23,-2.6386014432370346,0.17702500506460633,2.37223235664512,3
2018-03-26,-1.476053643884321,0.39020915486226454,0.8432352591748398,3
2018-03-27,-0.22252959363375022,0.5145804764045431,1.3331180954232085,1
2018-03-28,-0.7156153309335153,0.42719324915507795,0.46828929445781553,0
2018-03-29,-0.6223313036615159,0.189325290903251,-0.2210835647597413,3
2018-03-30,-0.12502698104471005,0.19096156956302954,0.48965563699869263,0
2018-04-02,-0.44075654837729117,0.2926739285583254,0.8974314924171792,0
2018-04-03,-0.778627490415665,0.2778415152361354,0.3938674925835441,3
2018-04-04,-1.0623792771136318,0.3604559226847148,-0.33892338011976925,3
2018-04-09,-0.9646685798775103,0.3395477485316164,-0.4510191259258441,3
2018-04-10,-0.5831896103781588,0.006585087491708537,-0.34949366375162216,3
2018-04-11,-0.2989416090779658,-0.08524190665377795,-0.5768801251381908,3
2018-04-12,-0.5243860913422814,-0.10807418489292012,-1.1992847295195672,3
2018-04-13,-0.4695155019813923,-0.12589461112821676,-1.280569749528563,3
2018-04-16,-0.45540039908114827,-0.18059547224396427,-0.1829275513724618,3
2018-04-17,-1.6902162615903116,0.31784036875615734,-0.10833011264662688,3
2018-04-18,-0.8987282748590418,0.3053228702613323,0.39314495387831533,3
2018-04-19,-0.3978959013940801,0.20060183257885894,-0.35787732222315866,3
2018-04-20,-1.2225629407348135,0.29361860348163366,-0.15896664109017164,3
2018-04-23,-1.4766477119295838,0.38837790737343947,-0.4829718639856861,3
2018-04-24,-0.253223809997074,0.7759578641078265,-0.28929095303529334,0
2018-04-25,-0.026834935162106232,0.02799718002283814,-0.40949156510586504,2
2018-04-26,-1.2159115413432318,0.03231165468126194,-0.3155990690089655,3
2018-04-27,-0.3316012098735884,0.07734997231247848,-0.5225300338251547,3
2018-05-02,-0.22593623737835847,0.05297214146777302,-0.6575275233858267,3
2018-05-03,0.8252500455849001,0.05135013250448172,-0.16671016753437876,2
2018-05-04,0.703033550405451,-0.03760102621129689,-0.9796676954450628,2
2018-05-07,1.6025647700842371,0.21379646970581398,-0.43412584311860053,2
2018-05-08,1.5540152004818684,0.03265814186144913,-0.5832674178412296,2
2018-05-09,1.1945260485615248,0.002445987813310695,-0.9862765049543276,2
2018-05-10,1.2944203540234485,-0.013805728832615776,-0.7252212291387199,2
2018-05-11,0.6841530747908435,0.09066266480417773,-0.5606174766055821,2
2018-05-14,0.8779538071630593,0.06164331699940988,-0.25448177183164133,2
2018-05-15,1.1377219753091263,0.07088491973186271,-0.7804084084405603,2
2018-05-16,0.7878334217823656,0.06849537943607324,-0.9118304452066976,2
2018-05-17,0.3982591470325222,-1.1028150311697746,-1.2172117128094535,2
2018-05-18,0.3911492966954493,-1.0663288898714114,-1.0991153783405718,2
2018-05-21,0.9177662839921646,-1.0121266416803607,-0.08410951650662567,2
2018-05-22,0.8551894685897355,-1.4412037986138764,-0.5442930628533966,2
2018-05-23,-0.11262298124502752,-1.4356609635241437,-0.4779982549811125,2
2018-05-24,-0.6313548810462736,-2.0069553566139113,-1.0241538460672,3
2018-05-25,-1.449773438760048,-1.6912800562471226,-0.4232910893476569,3
2018-05-28,-1.58862710764351,-2.385201203429576,-0.7847724689862772,3
2018-05-29,-1.8139358870828706,-2.177206436647412,-0.9899827060582871,3
2018-05-30,-2.38010659852036,-1.8661161576385492,-0.3319845000104563,3
2018-05-31,-1.3740872533633623,-1.98908632975999,-0.7155291789513166,3
2018-06-01,-1.5539536794077826,-1.7986770229757532,-0.9077586825218765,3
2018-06-04,-1.3552188084623826,-2.0619760096337547,-1.1260505971407566,3
2018-06-05,-0.44761005049612373,-1.303317215030781,-0.8766547384477433,3
2018-06-06,-0.44049026364012245,-1.2520062524406819,-0.9074145058524526,3
2018-06-07,-0.5227142703634728,-1.203342657328296,-1.0193251796617389,3
2018-06-08,-0.78728879976574,-1.208900949764731,-0.780655715192319,3
2018-06-11,-0.8374339425727728,-1.1976931672635704,-1.6015194367997003,3
2018-06-12,-0.31006055484852185,-1.0900309628081595,-1.347581921391601,3
2018-06-13,-0.7051523370973004,-0.9123318262173146,-1.2813095967959576,3
2018-06-14,-0.7101857100646929,-0.8912887176040118,-1.524469683409257,3
2018-06-15,-1.037580859845475,-0.7569656197191941,-1.0738225459642359,3
2018-06-19,-2.2155070585085634,-0.11098083256634737,0.12549617146382422,3
2018-06-20,-1.557080923385494,0.15958584260726433,-0.7734427491375613,3
2018-06-21,-1.8558095651900084,0.40686000195445216,-0.8933115477610093,3
2018-06-22,-0.9144765471385994,0.9412689370572561,-1.1410768418568562,0
2018-06-25,-0.872349334842117,0.9696436890153161,-1.1158312531431425,0
2018-06-26,-0.3948985004413989,1.3254971897852739,-0.754267468055267,0
2018-06-27,-0.6920166471599838,1.3386965569231262,-0.6939863172166802,0
2018-06-28,-0.8419354838057773,1.2376150092617855,-0.5769341281014276,0
2018-06-29,0.5468498492137118,1.785862579553544,0.37117816634581247,0
2018-07-02,0.05563516766024053,1.7299969985982513,-0.7393847265842186,0
2018-07-03,0.26004283172061016,1.636301175821921,-0.17335821322277561,0
2018-07-04,-0.42334732264833763,1.3825982034380493,-1.2244940803532829,0
2018-07-05,-0.9050458418806945,1.3927266009106454,-1.2322455275516853,0
2018-07-06,-0.39072509798367083,1.3436327126676508,0.23040011263767496,0
2018-07-09,0.9573154476655227,1.5715782519275496,-0.33134838283334106,0
2018-07-10,1.3099757738852231,1.5084731485457041,-0.8629125258397614,0
2018-07-11,0.7998874149212679,1.395186962376215,-0.03891825290063496,0
2018-07-12,1.6966504476573587,1.5815831709083514,1.3745077452767485,1
2018-07-13,1.6119140199412267,1.509155702419994,0.19168776816623728,0
2018-07-16,1.3275119161953515,1.3610672658857683,-0.6347494255758908,0
2018-07-17,1.1836533521576573,0.9300283237539352,-0.9302186032423352,0
2018-07-18,0.7971231726382971,0.8963036008095633,0.39493518837716596,0
2018-07-19,0.6366398410325909,0.6812836103827469,0.13598998427702833,0
2018-07-20,0.9404102608706189,0.5429871192063946,1.479646796442299,1
2018-07-23,1.1367672032106864,0.4540077921253539,1.3587316404655383,1
2018-07-24,1.2513790651738834,0.35387984946320344,2.335748035662724,1
2018-07-25,1.0704730886093894,0.2377693875442773,1.6263081898954987,1
2018-07-26,0.5001790075363364,0.31912126591982665,1.2891100461085943,1
2018-07-27,0.21940341004973882,-0.042083685204130236,-0.5419125677096726,2
2018-07-30,-0.34795641602153404,-0.037931930758305886,-0.609044604596602,3
2018-07-31,-0.22826489929772373,-0.03618686635389725,-1.433021371195946,3
2018-08-01,-0.7649500156003292,0.012386428605949401,-0.6415100198215664,3
2018-08-02,-1.6499262475988639,0.0056858389769603775,0.7615625779097256,3
2018-08-03,-2.051251524028906,0.1486959124840829,-0.9887964914538353,3
2018-08-06,-2.12298153977325,0.020642721376652132,-0.43378438884616066,3
2018-08-07,-1.0342656900845477,0.24939734925324877,-0.1341717380397816,3
2018-08-08,-1.3004695980460939,0.33277172501380986,-0.3435996385429716,3
2018-08-09,-0.2112326123422573,0.49454040368611946,0.7395281731600091,0
2018-08-10,0.06419616721396477,0.4916894004477387,-0.9272067409491986,0
2018-08-13,0.2616168862869179,0.6226358969674025,-0.8111610656557596,0
2018-08-14,0.022285719811280382,0.6139500818188377,-1.5843749748060088,0
2018-08-15,-0.6187786016185652,0.7394975004716511,-0.9670892354876659,0
2018-08-16,-0.6681941805839134,0.7175836130712717,-0.5923305655774633,0
2018-08-17,-0.9403957826043617,0.8523217536416343,-0.06007129018992172,0
2018-08-20,-0.5794849936068632,0.7255234088394192,0.2202956321838162,0
2018-08-21,0.1939427445060977,0.7481467787097905,0.006948003463331674,0
2018-08-22,0.010114898678100318,0.7417254447066259,-1.237682666349777,0
2018-08-23,0.46471521523101644,0.7199275332302701,-0.6319222530872204,0
2018-08-24,0.4907572585651225,0.6976663029831637,-1.2536388892849313,0
2018-08-27,1.5177537204319782,0.8907289395481254,0.1952917703057388,1
2018-08-28,1.4329824892679328,0.8765129421907838,-0.2938396527781633,0
2018-08-29,0.9165293474905825,0.738171948680641,0.010115390621623518,0
2018-08-30,0.42419217870651377,0.6643703846125627,-0.5402798641841526,0
2018-08-31,-0.09234084929619267,0.5579168062685955,-0.9431920312551789,0
2018-09-03,-0.12669132169814673,0.3595695089433768,-0.2069191485761618,0
2018-09-04,0.48903188041479,0.17656088622880545,0.3157095130818637,2
2018-09-05,-0.05062145524755589,0.03141890001611522,0.11843038297209707,2
2018-09-06,-0.29540322834390853,-0.7388256405024426,0.10388645309489772,3
2018-09-07,-0.12575759350558607,-0.868470615895631,0.5343426978339948,2
2018-09-10,-1.0358684699356415,-0.9695494986520838,0.6318944114049305,3
2018-09-11,-0.6171783625723695,-0.9991987941508949,-0.5055161187285714,3
2018-09-12,-0.7805594226122854,-1.3654421129770735,-0.0810642625373421,3
2018-09-13,-0.3187752660968887,-1.4109845149615108,0.43747878944578916,2
2018-09-14,-0.5948893459034135,-1.826260295244587,0.0989519368698436,3
2018-09-17,-1.2202230934724136,-1.7291265258449444,-0.6625403127137478,3
2018-09-18,-0.11196595548083044,-1.4304713303484624,-0.08977193203876617,2
2018-09-19,0.5085602805977603,-1.2641290506361151,1.3635166432194465,1
2018-09-20,0.5166332310529281,-1.262459679078341,-0.01912219142780855,2
2018-09-21,1.4377398089646094,-0.9726091246617509,1.120661126459791,1
2018-09-25,1.2468880775014077,-1.4085502537022936,-0.6348920108216936,2
2018-09-26,1.635722748507935,-1.286731968312919,1.0509356794478433,1
2018-09-27,0.9505635244880836,-1.1970163361958877,1.5508209730956808,1
2018-09-28,1.213249331146622,-1.1881905641279362,-0.1087118196560168,2
2018-10-08,-0.59749394936386,-0.9089212363096486,0.1331835179481853,3
2018-10-09,-0.4872892254502521,-0.8699778491772103,-0.9765193432349195,3
2018-10-10,-0.3444748874278967,-0.9527612997336895,-0.9573782867006456,3
2018-10-11,-2.0457935233119153,-0.6142189346409048,1.6271848533500248,3
2018-10-12,-1.353296489749616,-0.47764191004432294,1.371286977326271,3
2018-10-15,-1.285938841963439,-0.36915268669203555,-0.3135519289270163,3
2018-10-16,-1.4855864737979512,-0.38556344628584105,-0.4046281061124029,3
2018-10-17,-0.8475079141021508,-0.38019369333725306,0.5041304240494102,3
2018-10-18,-1.1556800350159875,-0.27695568689502964,0.5747031471000271,3
2018-10-19,-0.3565850858533593,0.7373683071276868,1.7051698287563473,1
2018-10-22,0.843140570328176,1.3946224273185157,3.2215629660117022,1
2018-10-23,0.2465515561461715,1.5078030685960355,1.9951239337016655,1
2018-10-24,0.17233583162664814,1.2494911098241295,0.4925416918373319,0
2018-10-25,0.10568977044704223,1.4520423466693695,0.4722385915397488,0
2018-10-26,0.05626984693755108,1.438322934480888,-0.05496427889409693,0
2018-10-29,-0.08618624991607193,1.3076799956224543,-0.43947040402327203,0
2018-10-30,0.15167668624731798,1.2617775651859788,0.9039010161612753,0
2018-10-31,0.7532217141740459,1.2500174597109435,0.5840496979641948,0
2018-11-01,1.1278304174150768,1.15384097658546,1.8017292588755913,1
2018-11-02,2.0701418727134038,1.1857287193380257,2.854690569306499,1
2018-11-05,1.6097182646939021,0.9704372904501677,2.3794500682492186,1
2018-11-06,1.141711519428857,0.9307845094483079,0.8845565041522165,1
2018-11-07,0.8751264996945831,0.8878643416080655,0.9963032051517302,1
2018-11-08,0.6041728998398151,0.7004022338161848,0.42777781799279146,0
2018-11-09,0.45720350804439197,0.6508232649369664,0.8429389878650301,1
2018-11-12,1.0651622236449108,0.8531551127670856,1.9109789703395903,1
2018-11-13,1.3172134228028962,0.8309251878127557,3.499900889513683,1
